;iso3c;year;country.IDEA;Ticker;ID;blpi_tot_q;blpi_level;blpi_tot_miss;blpi_miss_pct;pf_tot_q;pf_level;pf_tot_miss;pf_miss_pct;rs_tot_q;rs_level;rs_tot_miss;rs_miss_pct;os_tot_q;os_level;os_tot_miss;os_miss_pct;idea_tot_q;idea_level;idea_tot_miss;blpi_pct;pf_pct;rs_pct;os_pct;idea_miss_pct;idea_pct;CoC;idea_pct_diff;CoC_diff;wb_region;wb_income;un_region_name;un_sub_region_name;un_intermediate._region_name;un_dev_devping;iso2c;country.wb;gini;lifeexpectancy;GDP;natres;ruralpop;tertiaryschool;region;capital;longitude;latitude;income;lending;country.fotp;FOTP;cname;fh_status;fh_fotpc;dr_sg;dr_eg;hf_trade;sgi_ecgf;fi_index;fi_index_cl;hf_business;hf_efiscore;hf_financ;hf_fiscal;country;wefji;country.cepal;CepalGastos;
44;COL;2009;Colombia;COL;55;15;4;1;0.06;6;2;0;0;4;2;1;0.2;8;0;0;0;30;8;2;0.27;0.33;0.5;0;0.06;0.27;-0.3038;0;-0.0849;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;South America;Developing;CO;Colombia;55.92;73.09695122;2.33822E+11;4.370025698;25.251;37.07862854;Latin America & Caribbean (all income levels);Bogota;-74.082;4.60987;Upper middle income;IBRD;Colombia;59;Colombia;2;16;47.00875854;48.98150635;72.4;NA;6.51;6.315426505;77.4;62.3;60;72.9;Colombia;3.63795641;COLOMBIA;2.25;10
45;COL;2010;Colombia;COL;55;15;4;1;0.06;6;2;0;0;4;2;1;0.2;8;0;0;0;30;8;2;0.27;0.33;0.5;0;0.06;0.27;-0.4104;0;-0.1066;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;South America;Developing;CO;Colombia;55.5;73.27785366;2.87018E+11;6.26613994;24.964;39.40909958;Latin America & Caribbean (all income levels);Bogota;-74.082;4.60987;Upper middle income;IBRD;Colombia;60;Colombia;2;16;46.13932037;51.29415131;72.5;NA;6.53;6.334828737;83.6;65.5;60;74.3;Colombia;3.483026938;COLOMBIA;2.08;10
46;COL;2011;Colombia;COL;55;15;10;1;0.06;6;4;0;0;4;3;1;0.2;8;6;0;0;30;23;2;0.67;0.67;0.75;0.75;0.06;0.77;-0.3015;0.5;0.1089;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;South America;Developing;CO;Colombia;54.18;73.45480488;3.35415E+11;9.276493195;24.679;43.50296021;Latin America & Caribbean (all income levels);Bogota;-74.082;4.60987;Upper middle income;IBRD;Colombia;56;Colombia;2;16;46.93237686;57.31171417;73.2;NA;6.6;6.402736549;86.1;68;60;74.5;Colombia;3.503792674;COLOMBIA;2.41;10
47;COL;2012;Colombia;COL;55;15;10;1;0.06;6;4;0;0;4;3;1;0.2;8;6;0;0;30;23;2;0.67;0.67;0.75;0.75;0.06;0.77;-0.4252;0;-0.1237;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;South America;Developing;CO;Colombia;53.54;73.63078049;3.6966E+11;7.971543908;24.397;46.21575165;Latin America & Caribbean (all income levels);Bogota;-74.082;4.60987;Upper middle income;IBRD;Colombia;55;Colombia;2;16;46.92340469;56.5394249;72.2;NA;6.59;6.393035433;89.4;68;60;76;Colombia;3.166026425;COLOMBIA;2.82;10
48;COL;2013;Colombia;COL;55;15;10;1;0.06;6;4;0;0;4;3;1;0.2;8;6;0;0;30;23;2;0.67;0.67;0.75;0.75;0.06;0.77;-0.4303;0;-0.0051;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;South America;Developing;CO;Colombia;53.49;73.80973171;3.80192E+11;7.057252635;24.117;50.1038208;Latin America & Caribbean (all income levels);Bogota;-74.082;4.60987;Upper middle income;IBRD;Colombia;53;Colombia;2;16;47.71534348;57.96169281;72.2;NA;6.62;6.422138781;90.2;69.6;70;76.1;Colombia;3.043661392;COLOMBIA;3.15;10
49;COL;2014;Colombia;COL;55;15;10;1;0.06;6;4;0;0;4;3;1;0.2;8;6;0;0;30;23;2;0.67;0.67;0.75;0.75;0.06;0.77;-0.3944;0;0.0359;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;South America;Developing;CO;Colombia;53.5;73.99314634;3.78416E+11;6.436333163;23.839;51.29100037;Latin America & Caribbean (all income levels);Bogota;-74.082;4.60987;Upper middle income;IBRD;Colombia;54;Colombia;2;16;NA;NA;78.8;NA;6.43;6.237817577;85.2;70.7;70;80.6;Colombia;2.841077308;COLOMBIA;3;10
50;COL;2015;Colombia;COL;55;15;10;1;0.06;6;4;0;0;4;3;1;0.2;8;6;0;0;30;23;2;0.67;0.67;0.75;0.75;0.06;0.77;-0.2926;0;0.1018;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;South America;Developing;CO;Colombia;NA;NA;2.9208E+11;3.578607765;23.564;NA;Latin America & Caribbean (all income levels);Bogota;-74.082;4.60987;Upper middle income;IBRD;Colombia;55;Colombia;2;17;NA;NA;81.2;NA;NA;NA;81.5;71.7;70;80.3;Colombia;2.690909088;COLOMBIA;3;10
51;CRI;2006;Costa Rica;CRI;101;14;1;2;0.13;5;0;1;0.17;5;0;0;0;7;0;1;0.13;28;1;4;0.07;0;0;0;0.13;0.04;0.3402;0;-0.0459;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;Central America;Developing;CR;Costa Rica;49.31;78.20780488;22600431878;1.329409392;33.068;NA;Latin America & Caribbean (all income levels);San Jose;-84.0089;9.63701;Upper middle income;IBRD;Costa Rica;18;Costa Rica;1;6;62.92331314;68.96656799;77.4;NA;7.74;7.845515125;59.4;65.9;50;83;Costa.Rica;5.064781705;COSTA RICA;0.9;10
52;CRI;2007;Costa Rica;CRI;101;14;1;2;0.13;5;0;1;0.17;5;0;0;0;7;0;1;0.13;28;1;4;0.07;0;0;0;0.13;0.04;0.4067;0;0.0665;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;Central America;Developing;CR;Costa Rica;49.49;78.33031707;26743874287;1.446885422;31.828;NA;Latin America & Caribbean (all income levels);San Jose;-84.0089;9.63701;Upper middle income;IBRD;Costa Rica;20;Costa Rica;1;6;62.80062866;71.98773193;82.4;NA;7.57;7.67319761;59;64;40;83;Costa.Rica;5.076788816;COSTA RICA;1.27;10
53;CRI;2008;Costa Rica;CRI;101;14;12;2;0.13;5;1;1;0.17;5;2;0;0;7;5;1;0.13;28;20;4;0.86;0.2;0.4;0.71;0.13;0.71;0.4439;0.6786;0.0372;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;Central America;Developing;CR;Costa Rica;49.14;78.45773171;30612932803;1.316452036;30.613;NA;Latin America & Caribbean (all income levels);San Jose;-84.0089;9.63701;Upper middle income;IBRD;Costa Rica;19;Costa Rica;1;6;64.03511047;66.55741119;81.8;NA;7.35;7.450198472;60;64.2;40;82.9;Costa.Rica;5.218960169;COSTA RICA;1.71;10
54;CRI;2009;Costa Rica;CRI;101;14;12;2;0.13;5;1;1;0.17;5;2;0;0;7;5;1;0.13;28;20;4;0.86;0.2;0.4;0.71;0.13;0.71;0.6785;0;0.2346;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;Central America;Developing;CR;Costa Rica;50.97;78.59260976;30562361152;1.19396055;29.427;NA;Latin America & Caribbean (all income levels);San Jose;-84.0089;9.63701;Upper middle income;IBRD;Costa Rica;19;Costa Rica;1;6;62.47995758;66.06987762;81.8;NA;7.41;7.511016418;60.3;66.4;50;82.8;Costa.Rica;5.316338684;COSTA RICA;1.74;10
55;CRI;2010;Costa Rica;CRI;101;14;12;2;0.13;5;1;1;0.17;5;2;0;0;7;5;1;0.13;28;20;4;0.86;0.2;0.4;0.71;0.13;0.71;0.6411;0;-0.0374;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;Central America;Developing;CR;Costa Rica;48.1;78.73604878;37268635329;1.646853092;28.266;NA;Latin America & Caribbean (all income levels);San Jose;-84.0089;9.63701;Upper middle income;IBRD;Costa Rica;19;Costa Rica;1;6;63.13603973;63.96783829;82.5;NA;7.31;7.409653174;59.3;65.9;50;82.4;Costa.Rica;5.2772804;COSTA RICA;2.26;10
56;CRI;2011;Costa Rica;CRI;101;14;12;2;0.13;5;1;1;0.17;5;2;0;0;7;5;1;0.13;28;20;4;0.86;0.2;0.4;0.71;0.13;0.71;0.5882;0;-0.0529;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;Central America;Developing;CR;Costa Rica;48.6;78.89017073;42262697854;1.243412255;27.134;47.17974091;Latin America & Caribbean (all income levels);San Jose;-84.0089;9.63701;Upper middle income;IBRD;Costa Rica;18;Costa Rica;1;6;63.36657333;63.08003235;85.2;NA;7.61;7.713742907;58.2;67.3;50;82.3;Costa.Rica;4.875363723;COSTA RICA;1.42;10
57;CRI;2012;Costa Rica;CRI;101;14;12;2;0.13;5;1;1;0.17;5;2;0;0;7;5;1;0.13;28;20;4;0.86;0.2;0.4;0.71;0.13;0.71;0.592;0;0.0038;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;Central America;Developing;CR;Costa Rica;48.61;79.05353659;46473128237;1.215637493;26.06;49.32474136;Latin America & Caribbean (all income levels);San Jose;-84.0089;9.63701;Upper middle income;IBRD;Costa Rica;19;Costa Rica;1;6;63.97078705;63.15738678;85.1;NA;7.57;7.673197609;57.6;68;50;82.8;Costa.Rica;4.665924288;COSTA RICA;1.42;10
58;CRI;2013;Costa Rica;CRI;101;14;12;2;0.13;5;1;1;0.17;5;2;0;0;7;5;1;0.13;28;20;4;0.86;0.2;0.4;0.71;0.13;0.71;0.6012;0;0.0092;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;Central America;Developing;CR;Costa Rica;49.18;79.22521951;49639737974;1.239350886;25.044;50.00852966;Latin America & Caribbean (all income levels);San Jose;-84.0089;9.63701;Upper middle income;IBRD;Costa Rica;18;Costa Rica;1;6;62.95259094;63.48828125;85.1;NA;7.53;7.632652311;58.3;67;50;82.9;Costa.Rica;4.818670572;COSTA RICA;1.61;10
59;CRI;2014;Costa Rica;CRI;101;14;12;2;0.13;5;1;1;0.17;5;2;0;0;7;5;1;0.13;28;20;4;0.86;0.2;0.4;0.71;0.13;0.71;0.7301;0;0.1289;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;Central America;Developing;CR;Costa Rica;48.53;79.40270732;50167623290;1.456737563;24.085;53.03828049;Latin America & Caribbean (all income levels);San Jose;-84.0089;9.63701;Upper middle income;IBRD;Costa Rica;18;Costa Rica;1;6;NA;NA;83.8;NA;7.56;7.663061285;64.9;66.9;50;80;Costa.Rica;5.039774776;COSTA RICA;1.72;10
60;CRI;2015;Costa Rica;CRI;101;14;12;2;0.13;5;1;1;0.17;5;2;0;0;7;5;1;0.13;28;20;4;0.86;0.2;0.4;0.71;0.13;0.71;0.7073;0;-0.0228;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;Central America;Developing;CR;Costa Rica;NA;NA;54136834091;1.256184932;23.179;NA;Latin America & Caribbean (all income levels);San Jose;-84.0089;9.63701;Upper middle income;IBRD;Costa Rica;17;Costa Rica;1;6;NA;NA;83.8;NA;NA;NA;64.5;67.2;50;80;Costa.Rica;5.077033326;COSTA RICA;1.82;10
61;DOM;2006;Dominican Republic;DOM;34;16;4;0;0;6;2;0;0;5;2;0;0;7;1;1;0.13;31;9;1;0.25;0.33;0.4;0.14;0.03;0.29;-0.6362;0;-0.0471;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;Caribbean;Developing;DO;Dominican Republic;51.9;71.91682927;35952845583;2.615464562;31.295;NA;Latin America & Caribbean (all income levels);Santo Domingo;-69.8908;18.479;Upper middle income;IBRD;Dominican Republic;37;Dominican Republic;1;14;51.19311523;59.11708069;67.4;NA;6.42;6.325500115;57;56.3;50;85.4;Dominican.Republic;2.990060643;REP. DOMINICANA;3.06;10
62;DOM;2007;Dominican Republic;DOM;34;16;4;0;0;6;2;0;0;5;2;0;0;7;1;1;0.13;31;9;1;0.25;0.33;0.4;0.14;0.03;0.29;-0.6885;0;-0.0523;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;Caribbean;Developing;DO;Dominican Republic;48.69;72.13131707;44169678153;3.468438419;29.984;NA;Latin America & Caribbean (all income levels);Santo Domingo;-69.8908;18.479;Upper middle income;IBRD;Dominican Republic;40;Dominican Republic;1;13;52.29200745;60.56657791;73.8;NA;6.49;6.394469743;56.7;56.8;40;79.7;Dominican.Republic;3.265097232;REP. DOMINICANA;3.88;10
63;DOM;2008;Dominican Republic;DOM;34;16;4;0;0;6;2;0;0;5;2;0;0;7;1;1;0.13;31;9;1;0.25;0.33;0.4;0.14;0.03;0.29;-0.6693;0;0.0192;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;Caribbean;Developing;DO;Dominican Republic;49;72.34231707;48288967303;1.074937373;28.703;NA;Latin America & Caribbean (all income levels);Santo Domingo;-69.8908;18.479;Upper middle income;IBRD;Dominican Republic;39;Dominican Republic;1;13;52.62412643;57.68807983;73;NA;6.45;6.355058527;62.6;57.7;40;80.4;Dominican.Republic;3.033896277;REP. DOMINICANA;4.87;10
64;DOM;2009;Dominican Republic;DOM;34;16;4;0;0;6;2;0;0;5;2;0;0;7;1;1;0.13;31;9;1;0.25;0.33;0.4;0.14;0.03;0.29;-0.7267;0;-0.0574;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;Caribbean;Developing;DO;Dominican Republic;48.86;72.54831707;48376555306;0.152159297;27.459;NA;Latin America & Caribbean (all income levels);Santo Domingo;-69.8908;18.479;Upper middle income;IBRD;Dominican Republic;40;Dominican Republic;1;13;53.4769783;55.73900223;73;NA;6.95;6.847698723;63.7;59.2;40;85.2;Dominican.Republic;3.2952831;REP. DOMINICANA;3.46;10
65;DOM;2010;Dominican Republic;DOM;34;16;4;0;0;6;2;0;0;5;2;0;0;7;1;1;0.13;31;9;1;0.25;0.33;0.4;0.14;0.03;0.29;-0.8076;0;-0.0809;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;Caribbean;Developing;DO;Dominican Republic;47.2;72.74980488;53954579004;0.192817175;26.248;NA;Latin America & Caribbean (all income levels);Santo Domingo;-69.8908;18.479;Upper middle income;IBRD;Dominican Republic;39;Dominican Republic;1;13;67.28518677;57.16819;80;NA;7.17;7.064460409;62.4;60.3;40;85.3;Dominican.Republic;3.065356012;REP. DOMINICANA;3.55;10
66;DOM;2011;Dominican Republic;DOM;34;16;4;0;0;6;2;0;0;5;2;0;0;7;1;1;0.13;31;9;1;0.25;0.33;0.4;0.14;0.03;0.29;-0.7608;0;0.0468;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;Caribbean;Developing;DO;Dominican Republic;47.4;72.94529268;57746684847;0.868042943;25.071;NA;Latin America & Caribbean (all income levels);Santo Domingo;-69.8908;18.479;Upper middle income;IBRD;Dominican Republic;40;Dominican Republic;1;13;66.74993896;57.84895325;79.8;NA;7.19;7.084166017;56.4;60;40;85.3;Dominican.Republic;2.692465328;REP. DOMINICANA;3.09;10
67;DOM;2012;Dominican Republic;DOM;34;16;4;0;0;6;2;0;0;5;2;0;0;7;1;1;0.13;31;9;1;0.25;0.33;0.4;0.14;0.03;0.29;-0.8036;0;-0.0428;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;Caribbean;Developing;DO;Dominican Republic;45.68;73.13531707;60613645121;0.939062808;23.961;46.72692871;Latin America & Caribbean (all income levels);Santo Domingo;-69.8908;18.479;Upper middle income;IBRD;Dominican Republic;41;Dominican Republic;1;13;67.23267365;58.48458481;80.1;NA;7.04;6.936373958;55.5;60.2;40;85.8;Dominican.Republic;2.584656876;REP. DOMINICANA;5.59;10
68;DOM;2013;Dominican Republic;DOM;34;16;4;0;0;6;2;0;0;5;2;0;0;7;1;1;0.13;31;9;1;0.25;0.33;0.4;0.14;0.03;0.29;-0.8279;0;-0.0243;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;Caribbean;Developing;DO;Dominican Republic;47.07;73.31990244;61965942057;1.762630475;22.918;NA;Latin America & Caribbean (all income levels);Santo Domingo;-69.8908;18.479;Upper middle income;IBRD;Dominican Republic;40;Dominican Republic;1;13;66.26285553;61.9498558;77.8;NA;7.22;7.113724428;53.7;59.7;40;83.7;Dominican.Republic;2.379313738;REP. DOMINICANA;3.26;10
69;DOM;2014;Dominican Republic;DOM;34;16;4;0;0;6;2;0;0;5;2;0;0;7;1;1;0.13;31;9;1;0.25;0.33;0.4;0.14;0.03;0.29;-0.7901;0;0.0378;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;Caribbean;Developing;DO;Dominican Republic;NA;73.50002439;65231032303;2.032340459;21.939;47.51575851;Latin America & Caribbean (all income levels);Santo Domingo;-69.8908;18.479;Upper middle income;IBRD;Dominican Republic;41;Dominican Republic;1;13;NA;NA;77.8;NA;7.32;7.212252467;56.1;61.3;40;83.7;Dominican.Republic;2.486411501;REP. DOMINICANA;2.69;10
70;DOM;2015;Dominican Republic;DOM;34;16;4;0;0;6;2;0;0;5;2;0;0;7;1;1;0.13;31;9;1;0.25;0.33;0.4;0.14;0.03;0.29;-0.7696;0;0.0205;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;Caribbean;Developing;DO;Dominican Republic;NA;NA;68102618092;1.977932094;21.02;NA;Latin America & Caribbean (all income levels);Santo Domingo;-69.8908;18.479;Upper middle income;IBRD;Dominican Republic;42;Dominican Republic;2;13;NA;NA;77.8;NA;NA;NA;53.5;61;40;84.1;Dominican.Republic;2.591311081;REP. DOMINICANA;2.81;10
71;ECU;2006;Ecuador;ECU;85;16;0;0;0;5;0;1;0.17;4;1;1;0.2;7;0;1;0.13;29;1;3;0;0;0.25;0;0.09;0.03;-0.8278;0;-0.0806;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;South America;Developing;EC;Ecuador;53.2;74.32021951;46802044000;17.44405439;38.093;NA;Latin America & Caribbean (all income levels);Quito;-78.5243;-0.229498;Upper middle income;IBRD;Ecuador;41;Ecuador;2;10;47.54919434;50.87250519;67;NA;6.07;5.933744029;58.2;54.6;50;86.2;Ecuador;1.732747928;ECUADOR;3.57;10
72;ECU;2007;Ecuador;ECU;85;16;0;0;0;5;0;1;0.17;4;1;1;0.2;7;0;1;0.13;29;1;3;0;0;0.25;0;0.09;0.03;-0.893;0;-0.0652;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;South America;Developing;EC;Ecuador;54.33;74.49502439;51007777000;15.60379504;37.896;NA;Latin America & Caribbean (all income levels);Quito;-78.5243;-0.229498;Upper middle income;IBRD;Ecuador;41;Ecuador;2;10;46.94331741;50.00695038;67;NA;5.9;5.767560094;58.8;55.3;60;86.5;Ecuador;2.042814188;ECUADOR;5.15;10
73;ECU;2008;Ecuador;ECU;85;16;13;0;0;5;3;1;0.17;4;3;1;0.2;7;6;1;0.13;29;25;3;0.81;0.6;0.75;0.86;0.09;0.86;-0.7868;0.8276;0.1062;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;South America;Developing;EC;Ecuador;50.61;74.66782927;61762635000;17.45020375;37.7;38.68355179;Latin America & Caribbean (all income levels);Quito;-78.5243;-0.229498;Upper middle income;IBRD;Ecuador;41;Ecuador;2;11;44.37550735;46.87130737;67.6;NA;5.9;5.767560094;58.7;55.2;50;86.4;Ecuador;1.990268448;ECUADOR;9.6;10
74;ECU;2009;Ecuador;ECU;85;16;13;0;0;5;3;1;0.17;4;3;1;0.2;7;6;1;0.13;29;25;3;0.81;0.6;0.75;0.86;0.09;0.86;-0.8872;0;-0.1004;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;South America;Developing;EC;Ecuador;49.28;74.84460976;62519686000;8.124507144;37.505;NA;Latin America & Caribbean (all income levels);Quito;-78.5243;-0.229498;Upper middle income;IBRD;Ecuador;44;Ecuador;2;11;46.31386566;40.45077515;72.6;NA;5.89;5.757784568;54;52.5;40;85.8;Ecuador;1.975092366;ECUADOR;8.45;10
75;ECU;2010;Ecuador;ECU;85;16;13;0;0;5;3;1;0.17;4;3;1;0.2;7;6;1;0.13;29;25;3;0.81;0.6;0.75;0.86;0.09;0.86;-0.8591;0;0.0281;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;South America;Developing;EC;Ecuador;49.25;75.02980488;69555367000;10.86741293;37.31;NA;Latin America & Caribbean (all income levels);Quito;-78.5243;-0.229498;Upper middle income;IBRD;Ecuador;47;Ecuador;2;12;46.78177643;40.66414261;71.8;NA;5.83;5.699131414;52.9;49.3;40;79.3;Ecuador;1.99428747;ECUADOR;9.25;10
76;ECU;2011;Ecuador;ECU;85;16;13;0;0;5;3;1;0.17;4;3;1;0.2;7;6;1;0.13;29;25;3;0.81;0.6;0.75;0.86;0.09;0.86;-0.7929;0;0.0662;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;South America;Developing;EC;Ecuador;46.21;75.22643902;79276664000;15.43567376;37.115;NA;Latin America & Caribbean (all income levels);Quito;-78.5243;-0.229498;Upper middle income;IBRD;Ecuador;52;Ecuador;2;14;46.91797638;41.92593384;76;NA;5.84;5.70890694;53.5;47.1;40;78.9;Ecuador;2.304140996;ECUADOR;10.14;10
77;ECU;2012;Ecuador;ECU;85;16;13;0;0;5;3;1;0.17;4;3;1;0.2;7;6;1;0.13;29;25;3;0.81;0.6;0.75;0.86;0.09;0.86;-0.6647;0;0.1283;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;South America;Developing;EC;Ecuador;46.57;75.433;87924544000;13.55971613;36.912;39.86351013;Latin America & Caribbean (all income levels);Quito;-78.5243;-0.229498;Upper middle income;IBRD;Ecuador;58;Ecuador;2;15;46.37014008;43.42838669;68.1;NA;6.01;5.875090875;54.1;48.3;40;78.3;Ecuador;2.45071;ECUADOR;10.51;10
78;ECU;2013;Ecuador;ECU;85;16;13;0;0;5;3;1;0.17;4;3;1;0.2;7;6;1;0.13;29;25;3;0.81;0.6;0.75;0.86;0.09;0.86;-0.6125;0;0.0521;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;South America;Developing;EC;Ecuador;47.29;75.6485122;95129659000;12.35422607;36.702;40.48086166;Latin America & Caribbean (all income levels);Quito;-78.5243;-0.229498;Upper middle income;IBRD;Ecuador;61;Ecuador;2;15;46.4896698;43.21087646;68.1;NA;6.02;5.8848664;51.5;46.9;40;80.1;Ecuador;3.158918048;ECUADOR;12.18;10
79;ECU;2014;Ecuador;ECU;85;16;13;0;0;5;3;1;0.17;4;3;1;0.2;7;6;1;0.13;29;25;3;0.81;0.6;0.75;0.86;0.09;0.86;-0.8166;0;-0.2041;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;South America;Developing;EC;Ecuador;45.38;75.8724878;1.02292E+11;10.79408306;36.484;NA;Latin America & Caribbean (all income levels);Quito;-78.5243;-0.229498;Upper middle income;IBRD;Ecuador;62;Ecuador;2;15;NA;NA;71.8;NA;5.76;5.630702735;52.8;48;40;79.8;Ecuador;NA;ECUADOR;11.55;10
80;ECU;2015;Ecuador;ECU;85;16;13;0;0;5;3;1;0.17;4;3;1;0.2;7;6;1;0.13;29;25;3;0.81;0.6;0.75;0.86;0.09;0.86;-0.654;0;0.1626;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;South America;Developing;EC;Ecuador;NA;NA;1.00177E+11;3.85857414;36.258;NA;Latin America & Caribbean (all income levels);Quito;-78.5243;-0.229498;Upper middle income;IBRD;Ecuador;64;Ecuador;2;16;NA;NA;71.4;NA;NA;NA;51.4;49.2;40;79.1;Ecuador;2.105263233;ECUADOR;9.65;10
81;GTM;2006;Guatemala;GTM;58;15;6;1;0.06;6;1;0;0;4;2;1;0.2;8;3;0;0;30;12;2;0.4;0.17;0.5;0.38;0.06;0.4;-0.7554;0.4;-0.1258;Latin America & Caribbean;Lower middle income;Americas;Latin America and the Caribbean;Central America;Developing;GT;Guatemala;54.89;69.88790244;30231141668;1.817699337;52.407;NA;Latin America & Caribbean (all income levels);Guatemala City;-90.5328;14.6248;Lower middle income;IBRD;Guatemala;58;Guatemala;2;16;43.24575806;59.25694275;75.2;NA;7.43;7.359226714;49.2;59.1;50;79.7;Guatemala;2.816238671;GUATEMALA;5.26;10
82;GTM;2007;Guatemala;GTM;58;15;6;1;0.06;6;1;0;0;4;2;1;0.2;8;3;0;0;30;12;2;0.4;0.17;0.5;0.38;0.06;0.4;-0.6979;0;0.0575;Latin America & Caribbean;Lower middle income;Americas;Latin America and the Caribbean;Central America;Developing;GT;Guatemala;NA;70.11078049;34113102015;1.844852645;51.981;16.93120003;Latin America & Caribbean (all income levels);Guatemala City;-90.5328;14.6248;Lower middle income;IBRD;Guatemala;59;Guatemala;2;16;43.41921234;60.53423309;80.2;NA;7.43;7.359226714;52.3;60.5;60;79.8;Guatemala;3.290240468;GUATEMALA;4.81;10
83;GTM;2008;Guatemala;GTM;58;15;6;1;0.06;6;1;0;0;4;2;1;0.2;8;3;0;0;30;12;2;0.4;0.17;0.5;0.38;0.06;0.4;-0.613;0;0.0849;Latin America & Caribbean;Lower middle income;Americas;Latin America and the Caribbean;Central America;Developing;GT;Guatemala;NA;70.32814634;39137157753;1.842280834;51.551;NA;Latin America & Caribbean (all income levels);Guatemala City;-90.5328;14.6248;Lower middle income;IBRD;Guatemala;58;Guatemala;2;18;43.96003342;59.46300888;78.4;NA;7.01;6.943227357;54.6;59.8;50;79.9;Guatemala;3.273676837;GUATEMALA;4.47;10
84;GTM;2009;Guatemala;GTM;58;15;6;1;0.06;6;1;0;0;4;2;1;0.2;8;3;0;0;30;12;2;0.4;0.17;0.5;0.38;0.06;0.4;-0.4751;0;0.1379;Latin America & Caribbean;Lower middle income;Americas;Latin America and the Caribbean;Central America;Developing;GT;Guatemala;NA;70.54753659;37733852003;1.592335557;51.116;NA;Latin America & Caribbean (all income levels);Guatemala City;-90.5328;14.6248;Lower middle income;IBRD;Guatemala;60;Guatemala;2;18;43.42758942;58.96200943;78.4;NA;7.21;7.141322289;54.1;59.4;50;79.4;Guatemala;3.002596974;GUATEMALA;4.07;10
85;GTM;2010;Guatemala;GTM;58;15;6;1;0.06;6;1;0;0;4;2;1;0.2;8;3;0;0;30;12;2;0.4;0.17;0.5;0.38;0.06;0.4;-0.4806;0;-0.0056;Latin America & Caribbean;Lower middle income;Americas;Latin America and the Caribbean;Central America;Developing;GT;Guatemala;NA;70.77546341;41338340406;2.567912973;50.677;NA;Latin America & Caribbean (all income levels);Guatemala City;-90.5328;14.6248;Lower middle income;IBRD;Guatemala;60;Guatemala;2;18;42.68378067;57.90970993;84;NA;7.31;7.240369754;52.5;61;50;79.3;Guatemala;2.723855541;GUATEMALA;4.12;10
86;GTM;2011;Guatemala;GTM;58;15;8;1;0.06;6;3;0;0;4;2;1;0.2;8;4;0;0;30;17;2;0.53;0.5;0.5;0.5;0.06;0.57;-0.4706;0.1667;0.01;Latin America & Caribbean;Lower middle income;Americas;Latin America and the Caribbean;Central America;Developing;GT;Guatemala;52.35;71.01041463;47654704787;2.843209916;50.235;NA;Latin America & Caribbean (all income levels);Guatemala City;-90.5328;14.6248;Lower middle income;IBRD;Guatemala;59;Guatemala;2;18;42.19641113;58.96871567;84.6;NA;7.33;7.260179248;52.1;61.9;50;79.5;Guatemala;2.647154269;GUATEMALA;3.97;10
