;iso3c;year;country.IDEA;Ticker;ID;blpi_tot_q;blpi_level;blpi_tot_miss;blpi_miss_pct;pf_tot_q;pf_level;pf_tot_miss;pf_miss_pct;rs_tot_q;rs_level;rs_tot_miss;rs_miss_pct;os_tot_q;os_level;os_tot_miss;os_miss_pct;idea_tot_q;idea_level;idea_tot_miss;blpi_pct;pf_pct;rs_pct;os_pct;idea_miss_pct;idea_pct;CoC;idea_pct_diff;CoC_diff;wb_region;wb_income;un_region_name;un_sub_region_name;un_intermediate._region_name;un_dev_devping;iso2c;country.wb;gini;lifeexpectancy;GDP;natres;ruralpop;tertiaryschool;region;capital;longitude;latitude;income;lending;country.fotp;FOTP;cname;fh_status;fh_fotpc;dr_sg;dr_eg;hf_trade;sgi_ecgf;fi_index;fi_index_cl;hf_business;hf_efiscore;hf_financ;hf_fiscal;country;wefji;
352;EGY;2007;Egypt;EGY;102;14;5;2;0.13;4;0;2;0.33;5;2;0;0;8;3;0;0;28;10;4;0.36;0;0.4;0.38;0.13;0.36;-0.6785;0;-0.0156;Middle East & North Africa;Lower middle income;Africa;Northern Africa;Northern Africa;Developing;EG;Egypt, Arab Rep.;NA;69.78229268;1.30E+11;12.98734576;56.922;29.7148304;Middle East & North Africa (all income levels);Cairo;31.2461;30.0982;Lower middle income;IBRD;Egypt;62;Egypt;3;18;45.53272247;48.65819931;57.2;NA;6.75;6.913983312;40.9;54.4;30;90.4;Egypt;4.860668441;134
353;EGY;2008;Egypt;EGY;102;14;5;2;0.13;4;0;2;0.33;5;2;0;0;8;3;0;0;28;10;4;0.36;0;0.4;0.38;0.13;0.36;-0.7065;0;-0.028;Middle East & North Africa;Lower middle income;Africa;Northern Africa;Northern Africa;Developing;EG;Egypt, Arab Rep.;NA;69.96446341;1.63E+11;15.74854235;56.942;29.39896965;Middle East & North Africa (all income levels);Cairo;31.2461;30.0982;Lower middle income;IBRD;Egypt;59;Egypt;3;18;46.64487076;46.62174988;66;NA;6.58;6.739853362;60.2;58.5;40;90.8;Egypt;4.952168658;134
354;EGY;2009;Egypt;EGY;102;14;5;2;0.13;4;0;2;0.33;5;2;0;0;8;3;0;0;28;10;4;0.36;0;0.4;0.38;0.13;0.36;-0.4182;0;0.2883;Middle East & North Africa;Lower middle income;Africa;Northern Africa;Northern Africa;Developing;EG;Egypt, Arab Rep.;NA;70.15014634;1.89E+11;8.213618282;56.961;29.94858932;Middle East & North Africa (all income levels);Cairo;31.2461;30.0982;Lower middle income;IBRD;Egypt;60;Egypt;3;18;45.98471451;46.35165024;63.4;NA;6.38;6.657909856;64.7;58;50;89.5;Egypt;3.879045535;134
355;EGY;2010;Egypt;EGY;102;14;5;2;0.13;4;0;2;0.33;5;2;0;0;8;3;0;0;28;10;4;0.36;0;0.4;0.38;0.13;0.36;-0.549;0;-0.1308;Middle East & North Africa;Lower middle income;Africa;Northern Africa;Northern Africa;Developing;EG;Egypt, Arab Rep.;NA;70.34029268;2.19E+11;8.700007604;56.981;30.89981079;Middle East & North Africa (all income levels);Cairo;31.2461;30.0982;Lower middle income;IBRD;Egypt;60;Egypt;3;18;44.88755798;50.27344894;74;NA;6.51;6.793572596;65;59;50;89.7;Egypt;3.9127441;134
356;EGY;2011;Egypt;EGY;102;14;5;2;0.13;4;0;2;0.33;5;2;0;0;8;3;0;0;28;10;4;0.36;0;0.4;0.38;0.13;0.36;-0.657;0;-0.1081;Middle East & North Africa;Lower middle income;Africa;Northern Africa;Northern Africa;Developing;EG;Egypt, Arab Rep.;NA;70.53331707;2.36E+11;12.04436799;57;26.51664925;Middle East & North Africa (all income levels);Cairo;31.2461;30.0982;Lower middle income;IBRD;Egypt;65;Egypt;3;15;41.49628067;45.06847763;74;NA;6.33;6.605731879;64.5;59.1;50;89.6;Egypt;4.766123817;134
357;EGY;2012;Egypt;EGY;102;14;5;2;0.13;4;0;2;0.33;5;2;0;0;8;3;0;0;28;10;4;0.36;0;0.4;0.38;0.13;0.36;-0.5881;0;0.069;Middle East & North Africa;Lower middle income;Africa;Northern Africa;Northern Africa;Developing;EG;Egypt, Arab Rep.;NA;70.72914634;2.76E+11;10.83162583;56.998;27.61831093;Middle East & North Africa (all income levels);Cairo;31.2461;30.0982;Lower middle income;IBRD;Egypt;57;Egypt;2;16;42.07545471;43.48950577;74;NA;6.3;6.574425093;63.8;57.9;40;89.7;Egypt;4.143635119;134
358;EGY;2013;Egypt;EGY;102;14;5;2;0.13;4;0;2;0.33;5;2;0;0;8;3;0;0;28;10;4;0.36;0;0.4;0.38;0.13;0.36;-0.6036;0;-0.0155;Middle East & North Africa;Lower middle income;Africa;Northern Africa;Northern Africa;Developing;EG;Egypt, Arab Rep.;NA;70.92578049;2.86E+11;9.461207116;56.975;30.31612015;Middle East & North Africa (all income levels);Cairo;31.2461;30.0982;Lower middle income;IBRD;Egypt;62;Egypt;3;16;56.69151688;45.69091415;73.8;NA;6.24;6.51181152;63.3;54.8;40;85.6;Egypt;3.455756113;134
359;EGY;2014;Egypt;EGY;102;14;6;2;0.13;4;0;2;0.33;5;3;0;0;8;3;0;0;28;12;4;0.43;0;0.6;0.38;0.13;0.43;-0.5926;0.0714;0.011;Middle East & North Africa;Lower middle income;Africa;Northern Africa;Northern Africa;Developing;EG;Egypt, Arab Rep.;NA;71.12170732;3.01E+11;7.97979352;56.931;31.67898941;Middle East & North Africa (all income levels);Cairo;31.2461;30.0982;Lower middle income;IBRD;Egypt;68;Egypt;3;16;NA;NA;71.4;NA;6.05;6.313535208;62.7;52.9;40;85.6;Egypt;4.005754508;134
360;EGY;2015;Egypt;EGY;102;14;6;2;0.13;4;0;2;0.33;5;3;0;0;8;3;0;0;28;12;4;0.43;0;0.6;0.38;0.13;0.43;-0.5592;0;0.0335;Middle East & North Africa;Lower middle income;Africa;Northern Africa;Northern Africa;Developing;EG;Egypt, Arab Rep.;NA;NA;3.31E+11;3.850284184;56.865;NA;Middle East & North Africa (all income levels);Cairo;31.2461;30.0982;Lower middle income;IBRD;Egypt;73;Egypt;3;17;NA;NA;70;NA;NA;NA;65.4;55.2;40;85.8;Egypt;4.546790869;134
361;ESP;2006;Spain;ESP;150;14;0;2;0.13;4;0;2;0.33;3;1;2;0.4;5;0;3;0.38;23;1;9;0;0;0.33;0;0.28;0.04;1.1196;0;-0.1715;Europe & Central Asia;High income;Europe;Southern Europe;Southern Europe;Developed;ES;Spain;32.67;80.82195122;1.26E+12;0.048379009;22.498;68.6917038;Europe & Central Asia (all income levels);Madrid;-3.70327;40.4167;High income: OECD;Not classified;Spain;21;Spain;1;5;84.24183655;78.68683624;82.4;NA;7.58;7.560929788;78.7;68.2;70;55.3;Spain;3.740068152;134
362;ESP;2007;Spain;ESP;150;14;0;2;0.13;4;0;2;0.33;3;1;2;0.4;5;0;3;0.38;23;1;9;0;0;0.33;0;0.28;0.04;0.9929;0;-0.1267;Europe & Central Asia;High income;Europe;Southern Europe;Southern Europe;Developed;ES;Spain;33.86;80.87317073;1.48E+12;0.055270436;22.26;69.70449066;Europe & Central Asia (all income levels);Madrid;-3.70327;40.4167;High income: OECD;Not classified;Spain;22;Spain;1;5;84.36653137;80.04496002;86.6;NA;7.54;7.521030422;78;69.2;80;55.2;Spain;3.755337086;134
363;ESP;2008;Spain;ESP;150;14;0;2;0.13;4;0;2;0.33;3;1;2;0.4;5;0;3;0.38;23;1;9;0;0;0.33;0;0.28;0.04;1.1061;0;0.1131;Europe & Central Asia;High income;Europe;Southern Europe;Southern Europe;Developed;ES;Spain;34.8;81.17560976;1.63E+12;0.070847305;22.024;71.33023834;Europe & Central Asia (all income levels);Madrid;-3.70327;40.4167;High income: OECD;Not classified;Spain;23;Spain;1;5;84.62126923;78.30529785;86;NA;7.38;7.361432959;77.9;69.1;80;54.5;Spain;4.264287054;134
364;ESP;2009;Spain;ESP;150;14;0;2;0.13;4;0;2;0.33;3;1;2;0.4;5;0;3;0.38;23;1;9;0;0;0.33;0;0.28;0.04;0.9953;0;-0.1108;Europe & Central Asia;High income;Europe;Southern Europe;Southern Europe;Developed;ES;Spain;35.39;81.47560976;1.50E+12;0.040577165;21.79;73.7283783;Europe & Central Asia (all income levels);Madrid;-3.70327;40.4167;High income: OECD;Not classified;Spain;24;Spain;1;5;83.22402191;77.30718994;85.8;NA;7.28;7.261684545;76.8;70.1;80;58.6;Spain;4.065684795;134
365;ESP;2010;Spain;ESP;150;14;0;2;0.13;4;0;2;0.33;3;1;2;0.4;5;0;3;0.38;23;1;9;0;0;0.33;0;0.28;0.04;1.0132;0;0.0179;Europe & Central Asia;High income;Europe;Southern Europe;Southern Europe;Developed;ES;Spain;35.79;81.62682927;1.43E+12;0.065038203;21.558;78.67028809;Europe & Central Asia (all income levels);Madrid;-3.70327;40.4167;High income: OECD;Not classified;Spain;24;Spain;1;6;83.17192078;77.97052002;87.5;NA;7.28;7.261684545;75.8;69.6;80;58.1;Spain;3.818074688;134
366;ESP;2011;Spain;ESP;150;14;0;2;0.13;4;0;2;0.33;3;1;2;0.4;5;0;3;0.38;23;1;9;0;0;0.33;0;0.28;0.04;1.0547;0;0.0414;Europe & Central Asia;High income;Europe;Southern Europe;Southern Europe;Developed;ES;Spain;36.1;82.47560976;1.49E+12;0.076761829;21.327;83.42098999;Europe & Central Asia (all income levels);Madrid;-3.70327;40.4167;High income: OECD;Not classified;Spain;23;Spain;1;6;83.48531342;78.18203735;87.6;NA;7.4;7.381382642;77.2;70.2;80;61;Spain;3.916394498;134
367;ESP;2012;Spain;ESP;150;14;1;2;0.13;4;0;2;0.33;3;1;2;0.4;5;0;3;0.38;23;2;9;0.07;0;0.33;0;0.28;0.09;1.0558;0.0435;0.0011;Europe & Central Asia;High income;Europe;Southern Europe;Southern Europe;Developed;ES;Spain;35.89;82.42682927;1.34E+12;0.082739719;21.098;85.54598999;Europe & Central Asia (all income levels);Madrid;-3.70327;40.4167;High income: OECD;Not classified;Spain;24;Spain;1;8;83.49089813;76.14646149;87.1;NA;7.3;7.281634228;81.3;69.1;80;61.3;Spain;4.006404077;134
368;ESP;2013;Spain;ESP;150;14;1;2;0.13;4;0;2;0.33;3;1;2;0.4;5;0;3;0.38;23;2;9;0.07;0;0.33;0;0.28;0.09;0.8208;0;-0.235;Europe & Central Asia;High income;Europe;Southern Europe;Southern Europe;Developed;ES;Spain;NA;83.07804878;1.37E+12;0.079466845;20.871;87.06577301;Europe & Central Asia (all income levels);Madrid;-3.70327;40.4167;High income: OECD;Not classified;Spain;27;Spain;1;8;83.22799683;74.79803467;86.8;5.776314341;7.27;7.251709703;80.3;68;70;53.9;Spain;3.67825786;134
369;ESP;2014;Spain;ESP;150;14;1;2;0.13;4;0;2;0.33;3;1;2;0.4;5;0;3;0.38;23;2;9;0.07;0;0.33;0;0.28;0.09;0.526;0;-0.2948;Europe & Central Asia;High income;Europe;Southern Europe;Southern Europe;Developed;ES;Spain;NA;83.07804878;1.38E+12;0.077409349;20.645;89.07212067;Europe & Central Asia (all income levels);Madrid;-3.70327;40.4167;High income: OECD;Not classified;Spain;28;Spain;1;8;NA;NA;87.8;5.927606307;7.38;7.361432959;77.3;67.2;70;54;Spain;3.203031545;134
370;ESP;2015;Spain;ESP;150;14;4;2;0.13;4;0;2;0.33;3;1;2;0.4;5;3;3;0.38;23;8;9;0.29;0;0.33;0.6;0.28;0.35;0.4859;0.2609;-0.0402;Europe & Central Asia;High income;Europe;Southern Europe;Southern Europe;Developed;ES;Spain;NA;NA;1.20E+12;0.066131597;20.421;NA;Europe & Central Asia (all income levels);Madrid;-3.70327;40.4167;High income: OECD;Not classified;Spain;28;Spain;1;8;NA;NA;88;6.896869826;NA;NA;77.5;67.6;70;53.1;Spain;3.538981259;134
371;EST;2006;Estonia;EST;86;16;5;0;0;5;0;1;0.17;3;0;2;0.4;8;3;0;0;29;8;3;0.31;0;0;0.38;0.09;0.28;0.9625;0;-0.0104;Europe & Central Asia;High income;Europe;Northern Europe;Northern Europe;Developed;EE;Estonia;33.75;72.69146341;16963630661;0.773322158;31.393;67.86591339;Europe & Central Asia (all income levels);Tallinn;24.7586;59.4392;High income: OECD;Not classified;Estonia;16;Estonia;1;6;72.71973419;89.50410461;82.4;NA;7.94;7.948164833;81.9;74.9;90;83.8;Estonia;5.039583469;134
372;EST;2007;Estonia;EST;86;16;5;0;0;5;0;1;0.17;3;0;2;0.4;8;3;0;0;29;8;3;0.31;0;0;0.38;0.09;0.28;0.9153;0;-0.0471;Europe & Central Asia;High income;Europe;Northern Europe;Northern Europe;Developed;EE;Estonia;31.25;72.81463415;22237065426;0.618681496;31.521;67.67006683;Europe & Central Asia (all income levels);Tallinn;24.7586;59.4392;High income: OECD;Not classified;Estonia;16;Estonia;1;6;72.87821198;90.4161911;86.6;NA;7.83;7.838051718;79.9;78;90;84.5;Estonia;5.263310008;134
373;EST;2008;Estonia;EST;86;16;5;0;0;5;0;1;0.17;3;0;2;0.4;8;3;0;0;29;8;3;0.31;0;0;0.38;0.09;0.28;0.8703;0;-0.045;Europe & Central Asia;High income;Europe;Northern Europe;Northern Europe;Developed;EE;Estonia;32;73.77073171;24194038377;0.748498143;31.649;66.44313812;Europe & Central Asia (all income levels);Tallinn;24.7586;59.4392;High income: OECD;Not classified;Estonia;16;Estonia;1;6;73.21435547;88.39398956;86;NA;7.75;7.757969453;85.3;77.9;80;86;Estonia;5.323942428;134
374;EST;2009;Estonia;EST;86;16;5;0;0;5;0;1;0.17;3;0;2;0.4;8;3;0;0;29;8;3;0.31;0;0;0.38;0.09;0.28;0.9123;0;0.042;Europe & Central Asia;High income;Europe;Northern Europe;Northern Europe;Developed;EE;Estonia;31.59;74.82439024;19652486802;0.762423;31.777;66.63710785;Europe & Central Asia (all income levels);Tallinn;24.7586;59.4392;High income: OECD;Not classified;Estonia;15;Estonia;1;7;73.05434418;87.50374603;85.8;NA;7.67;7.677887187;75.9;76.4;80;81.5;Estonia;5.494526;134
375;EST;2010;Estonia;EST;86;16;5;0;0;5;0;1;0.17;3;0;2;0.4;8;3;0;0;29;8;3;0.31;0;0;0.38;0.09;0.28;0.8609;0;-0.0514;Europe & Central Asia;High income;Europe;Northern Europe;Northern Europe;Developed;EE;Estonia;32.16;75.42926829;19492092715;1.076087557;31.906;68.18856049;Europe & Central Asia (all income levels);Tallinn;24.7586;59.4392;High income: OECD;Not classified;Estonia;17;Estonia;1;7;73.95121002;88.86949158;87.5;NA;7.75;7.757969452;83.1;74.7;80;80.2;Estonia;5.45533183;134
376;EST;2011;Estonia;EST;86;16;5;0;0;5;0;1;0.17;3;0;2;0.4;8;3;0;0;29;8;3;0.31;0;0;0.38;0.09;0.28;0.9294;0;0.0685;Europe & Central Asia;High income;Europe;Northern Europe;Northern Europe;Developed;EE;Estonia;32.69;76.22926829;23168793439;1.136939095;32.035;70.36908722;Europe & Central Asia (all income levels);Tallinn;24.7586;59.4392;High income: OECD;Not classified;Estonia;18;Estonia;1;7;73.86230469;87.8225174;87.6;NA;7.68;7.68789747;80.9;75.2;80;80.7;Estonia;5.508270275;134
377;EST;2012;Estonia;EST;86;16;5;0;0;5;0;1;0.17;3;0;2;0.4;8;3;0;0;29;8;3;0.31;0;0;0.38;0.09;0.28;0.9875;0;0.0581;Europe & Central Asia;High income;Europe;Northern Europe;Northern Europe;Developed;EE;Estonia;33.15;76.32682927;23043861555;1.106762805;32.165;72.10182953;Europe & Central Asia (all income levels);Tallinn;24.7586;59.4392;High income: OECD;Not classified;Estonia;18;Estonia;1;7;74.27972412;87.31478882;87.1;NA;7.61;7.617825488;75.7;73.2;80;79.1;Estonia;5.540285379;134
378;EST;2013;Estonia;EST;86;16;7;0;0;5;1;1;0.17;3;0;2;0.4;8;7;0;0;29;15;3;0.44;0.2;0;0.88;0.09;0.52;1.1172;0.2414;0.1296;Europe & Central Asia;High income;Europe;Northern Europe;Northern Europe;Developed;EE;Estonia;NA;77.14146341;25081191938;1.100377785;32.279;72.92471313;Europe & Central Asia (all income levels);Tallinn;24.7586;59.4392;High income: OECD;Not classified;Estonia;16;Estonia;1;7;73.57780457;86.11066437;86.8;8.704793469;7.6;7.607815205;78.2;75.3;80;79.7;Estonia;5.515407567;134
379;EST;2014;Estonia;EST;86;16;7;0;0;5;1;1;0.17;3;0;2;0.4;8;7;0;0;29;15;3;0.44;0.2;0;0.88;0.09;0.52;1.268;0;0.1509;Europe & Central Asia;High income;Europe;Northern Europe;Northern Europe;Developed;EE;Estonia;NA;77.23902439;26213936937;1.016309243;32.378;NA;Europe & Central Asia (all income levels);Tallinn;24.7586;59.4392;High income: OECD;Not classified;Estonia;16;Estonia;1;7;NA;NA;87.8;8.779637132;7.7;7.707918036;77.6;75.9;80;80.4;Estonia;5.668405767;134
380;EST;2015;Estonia;EST;86;16;7;0;0;5;1;1;0.17;3;0;2;0.4;8;7;0;0;29;15;3;0.44;0.2;0;0.88;0.09;0.52;1.2526;0;-0.0154;Europe & Central Asia;High income;Europe;Northern Europe;Northern Europe;Developed;EE;Estonia;NA;NA;22459443274;0.88244712;32.462;NA;Europe & Central Asia (all income levels);Tallinn;24.7586;59.4392;High income: OECD;Not classified;Estonia;16;Estonia;1;7;NA;NA;88;8.844636252;NA;NA;81.5;76.8;80;80.6;Estonia;5.682240156;134
381;ETH;2006;Ethiopia;ETH;9;16;0;0;0;6;2;0;0;5;0;0;0;8;0;0;0;32;2;0;0;0.33;0;0;0;0.06;-0.6403;0.0625;0.1265;Sub-Saharan Africa;Low income;Africa;Sub-Saharan Africa;Eastern Africa;Developing;ET;Ethiopia;NA;57.32492683;15280861835;18.90354229;84.101;NA;Sub-Saharan Africa (all income levels);Addis ababa;38.7468;9.02274;Low income;IDA;Ethiopia;75;Ethiopia (1993-);2;20;16.22593498;29.44060898;58;NA;5.71;NA;54.4;50.9;30;70.8;Ethiopia;2.317878845;134
382;ETH;2007;Ethiopia;ETH;9;16;6;0;0;6;3;0;0;5;1;0;0;8;2;0;0;32;12;0;0.38;0.5;0.2;0.25;0;0.38;-0.6211;0.3125;0.0191;Sub-Saharan Africa;Low income;Africa;Sub-Saharan Africa;Eastern Africa;Developing;ET;Ethiopia;NA;58.408;19707616773;21.99445479;83.884;NA;Sub-Saharan Africa (all income levels);Addis ababa;38.7468;9.02274;Low income;IDA;Ethiopia;77;Ethiopia (1993-);2;19;16.73483658;28.53817558;63;NA;5.76;NA;59.4;53.6;20;77.2;Ethiopia;2.685068537;134
383;ETH;2008;Ethiopia;ETH;9;16;6;0;0;6;4;0;0;5;1;0;0;8;5;0;0;32;16;0;0.38;0.67;0.2;0.63;0;0.5;-0.6644;0.125;-0.0433;Sub-Saharan Africa;Low income;Africa;Sub-Saharan Africa;Eastern Africa;Developing;ET;Ethiopia;NA;59.44692683;27066912635;18.86423609;83.49;3.536530018;Sub-Saharan Africa (all income levels);Addis ababa;38.7468;9.02274;Low income;IDA;Ethiopia;76;Ethiopia (1993-);2;18;16.23173714;27.80781746;63;NA;5.37;NA;58.8;52.5;20;77.2;Ethiopia;3.15412348;134
384;ETH;2009;Ethiopia;ETH;9;16;6;0;0;6;4;0;0;5;1;0;0;8;5;0;0;32;16;0;0.38;0.67;0.2;0.63;0;0.5;-0.7181;0;-0.0537;Sub-Saharan Africa;Low income;Africa;Sub-Saharan Africa;Eastern Africa;Developing;ET;Ethiopia;NA;60.41578049;32437389116;16.55264301;83.09;5.24737978;Sub-Saharan Africa (all income levels);Addis ababa;38.7468;9.02274;Low income;IDA;Ethiopia;76;Ethiopia (1993-);2;18;15.51655102;27.69835281;68.6;NA;5.81;NA;62.6;53;20;77.4;Ethiopia;2.982909333;134
385;ETH;2010;Ethiopia;ETH;9;16;6;0;0;6;4;0;0;5;1;0;0;8;5;0;0;32;16;0;0.38;0.67;0.2;0.63;0;0.5;-0.7037;0;0.0144;Sub-Saharan Africa;Low income;Africa;Sub-Saharan Africa;Eastern Africa;Developing;ET;Ethiopia;33.17;61.29612195;29933790334;16.14643628;82.681;7.332290173;Sub-Saharan Africa (all income levels);Addis ababa;38.7468;9.02274;Low income;IDA;Ethiopia;78;Ethiopia (1993-);3;18;16.25261307;26.29982376;61.9;NA;5.65;NA;66.3;51.2;20;77.7;Ethiopia;3.258965853;134
386;ETH;2011;Ethiopia;ETH;9;16;6;0;0;6;4;0;0;5;1;0;0;8;5;0;0;32;16;0;0.38;0.67;0.2;0.63;0;0.5;-0.675;0;0.0287;Sub-Saharan Africa;Low income;Africa;Sub-Saharan Africa;Eastern Africa;Developing;ET;Ethiopia;NA;62.08302439;31952763089;17.98309587;82.265;7.757430077;Sub-Saharan Africa (all income levels);Addis ababa;38.7468;9.02274;Low income;IDA;Ethiopia;78;Ethiopia (1993-);3;18;14.57262516;24.43839836;65.6;NA;5.21;NA;67.4;50.5;20;74.5;Ethiopia;3.116622969;134
387;ETH;2012;Ethiopia;ETH;9;16;6;0;0;6;4;0;0;5;1;0;0;8;5;0;0;32;16;0;0.38;0.67;0.2;0.63;0;0.5;-0.6068;0;0.0682;Sub-Saharan Africa;Low income;Africa;Sub-Saharan Africa;Eastern Africa;Developing;ET;Ethiopia;NA;62.79353659;43310721414;15.50535769;81.84;8.144729614;Sub-Saharan Africa (all income levels);Addis ababa;38.7468;9.02274;Low income;IDA;Ethiopia;81;Ethiopia (1993-);3;19;15.35086823;25.42856789;65.6;NA;5.65;NA;64.4;52;20;74.8;Ethiopia;2.823368225;134
388;ETH;2013;Ethiopia;ETH;9;16;6;0;0;6;4;0;0;5;1;0;0;8;5;0;0;32;16;0;0.38;0.67;0.2;0.63;0;0.5;-0.5062;0;0.1006;Sub-Saharan Africa;Low income;Africa;Sub-Saharan Africa;Eastern Africa;Developing;ET;Ethiopia;NA;63.44219512;47648211133;14.42389456;81.41;NA;Sub-Saharan Africa (all income levels);Addis ababa;38.7468;9.02274;Low income;IDA;Ethiopia;82;Ethiopia (1993-);3;19;16.11407852;27.20334244;64;NA;5.68;NA;52.4;49.4;20;74.2;Ethiopia;2.856678256;134
389;ETH;2014;Ethiopia;ETH;9;16;6;0;0;6;4;0;0;5;1;0;0;8;5;0;0;32;16;0;0.38;0.67;0.2;0.63;0;0.5;-0.4322;0;0.0741;Sub-Saharan Africa;Low income;Africa;Sub-Saharan Africa;Eastern Africa;Developing;ET;Ethiopia;NA;64.03502439;55612228234;12.54399852;80.972;8.126040459;Sub-Saharan Africa (all income levels);Addis ababa;38.7468;9.02274;Low income;IDA;Ethiopia;81;Ethiopia (1993-);3;19;NA;NA;64.2;NA;5.6;NA;57.8;50;20;77.5;Ethiopia;2.879024398;134
390;ETH;2015;Ethiopia;ETH;9;16;6;0;0;6;4;0;0;5;1;0;0;8;5;0;0;32;16;0;0.38;0.67;0.2;0.63;0;0.5;-0.4111;0;0.021;Sub-Saharan Africa;Low income;Africa;Sub-Saharan Africa;Eastern Africa;Developing;ET;Ethiopia;NA;NA;61539711687;14.28095839;80.528;NA;Sub-Saharan Africa (all income levels);Addis ababa;38.7468;9.02274;Low income;IDA;Ethiopia;83;Ethiopia (1993-);3;19;NA;NA;64.4;NA;NA;NA;55.9;51.5;20;77.4;Ethiopia;3.363569017;134
391;FIN;2006;Finland;FIN;56;16;4;0;0;4;1;2;0.33;5;1;0;0;8;6;0;0;30;12;2;0.25;0.25;0.2;0.75;0.06;0.4;2.5569;0;0.2075;Europe & Central Asia;High income;Europe;Northern Europe;Northern Europe;Developed;FI;Finland;28.02;79.21463415;2.17E+11;0.366216775;16.963;93.28768158;Europe & Central Asia (all income levels);Helsinki;24.9525;60.1608;High income: OECD;Not classified;Finland;9;Finland;1;4;84.33705902;85.45064545;82.4;NA;7.86;7.869645506;95.4;72.9;70;61.9;Finland;6.036522425;134
392;FIN;2007;Finland;FIN;56;16;4;0;0;4;1;2;0.33;5;1;0;0;8;6;0;0;30;12;2;0.25;0.25;0.2;0.75;0.06;0.4;2.4759;0;-0.081;Europe & Central Asia;High income;Europe;Northern Europe;Northern Europe;Developed;FI;Finland;28.29;79.26341463;2.55E+11;0.433754924;16.832;93.97794342;Europe & Central Asia (all income levels);Helsinki;24.9525;60.1608;High income: OECD;Not classified;Finland;9;Finland;1;4;84.81228638;86.62111664;86.6;NA;7.89;7.89968232;95.3;74;80;63.1;Finland;6.42658786;134
393;FIN;2008;Finland;FIN;56;16;8;0;0;4;1;2;0.33;5;1;0;0;8;7;0;0;30;17;2;0.5;0.25;0.2;0.88;0.06;0.57;2.4124;0.1667;-0.0635;Europe & Central Asia;High income;Europe;Northern Europe;Northern Europe;Developed;FI;Finland;27.85;79.56829268;2.84E+11;0.618500615;16.701;95.07446289;Europe & Central Asia (all income levels);Helsinki;24.9525;60.1608;High income: OECD;Not classified;Finland;9;Finland;1;4;85.02822113;85.12402344;86;NA;7.78;7.789547332;95.2;74.6;80;64.3;Finland;6.625591522;134
394;FIN;2009;Finland;FIN;56;16;8;0;0;4;1;2;0.33;5;1;0;0;8;7;0;0;30;17;2;0.5;0.25;0.2;0.88;0.06;0.57;2.303;0;-0.1094;Europe & Central Asia;High income;Europe;Northern Europe;Northern Europe;Developed;FI;Finland;27.47;79.7195122;2.51E+11;0.348748525;16.571;91.82949829;Europe & Central Asia (all income levels);Helsinki;24.9525;60.1608;High income: OECD;Not classified;Finland;10;Finland;1;4;84.19247437;81.91036224;85.8;NA;7.68;7.689424616;95.1;74.5;80;64.3;Finland;6.478115307;134
395;FIN;2010;Finland;FIN;56;16;8;0;0;4;1;2;0.33;5;1;0;0;8;7;0;0;30;17;2;0.5;0.25;0.2;0.88;0.06;0.57;2.1818;0;-0.1212;Europe & Central Asia;High income;Europe;Northern Europe;Northern Europe;Developed;FI;Finland;27.74;79.87073171;2.48E+11;0.629935439;16.442;94.11914063;Europe & Central Asia (all income levels);Helsinki;24.9525;60.1608;High income: OECD;Not classified;Finland;10;Finland;1;4;84.73506927;83.37185669;87.5;NA;7.72;7.729473702;95;73.8;80;65.4;Finland;6.327330144;134
396;FIN;2011;Finland;FIN;56;16;8;0;0;4;1;2;0.33;5;1;0;0;8;7;0;0;30;17;2;0.5;0.25;0.2;0.88;0.06;0.57;2.2188;0;0.037;Europe & Central Asia;High income;Europe;Northern Europe;Northern Europe;Developed;FI;Finland;27.66;80.47073171;2.74E+11;0.813798272;16.312;95.60183716;Europe & Central Asia (all income levels);Helsinki;24.9525;60.1608;High income: OECD;Not classified;Finland;10;Finland;1;4;84.23600769;85.60740662;87.6;NA;7.8;7.809571875;95;74;80;65.3;Finland;6.41273009;134
397;FIN;2012;Finland;FIN;56;16;8;0;0;4;1;2;0.33;5;1;0;0;8;7;0;0;30;17;2;0.5;0.25;0.2;0.88;0.06;0.57;2.2342;0;0.0154;Europe & Central Asia;High income;Europe;Northern Europe;Northern Europe;Developed;FI;Finland;27.12;80.62682927;2.57E+11;0.727026947;16.181;93.28063202;Europe & Central Asia (all income levels);Helsinki;24.9525;60.1608;High income: OECD;Not classified;Finland;10;Finland;1;4;83.55963898;84.88410187;87.1;NA;7.74;7.749498245;94.9;72.3;80;65.4;Finland;6.49426683;134
398;FIN;2013;Finland;FIN;56;16;8;0;0;4;1;2;0.33;5;1;0;0;8;7;0;0;30;17;2;0.5;0.25;0.2;0.88;0.06;0.57;2.2065;0;-0.0277;Europe & Central Asia;High income;Europe;Northern Europe;Northern Europe;Developed;FI;Finland;NA;80.97560976;2.70E+11;0.653645215;16.048;91.06578827;Europe & Central Asia (all income levels);Helsinki;24.9525;60.1608;High income: OECD;Not classified;Finland;11;Finland;1;4;83.84046936;82.22524261;86.8;8.609428527;7.6;7.609326442;94.8;74;80;66.9;Finland;6.593962447;134
