Country,Ticker,ID,year,blpi_tot_q,blpi_level,blpi_tot_miss,blpi_miss_pct,pf_tot_q,pf_level,pf_tot_miss,pf_miss_pct,rs_tot_q,rs_level,rs_tot_miss,rs_miss_pct,os_tot_q,os_level,os_tot_miss,os_miss_pct,idea_tot_q,idea_level,idea_tot_miss,blpi_pct,pf_pct,rs_pct,os_pct,idea_miss_pct,idea_pct,CoC,idea_pct_diff,CoC_diff,wb_region,wb_income,un_region_name,un_sub_region_name,un_intermediate _region_name,un_dev_devping,,,
Ecuador,ECU,85,2006,16.00,0.00,0.00,0.00,5.00,0.00,1.00,0.17,4.00,1.00,1.00,0.20,7.00,0.00,1.00,0.13,29.00,1.00,3.00,0.00,0.00,0.25,0.00,0.09,0.03,-0.8278,0.0000,-0.0806,Latin America & Caribbean,Upper middle income,Americas,Latin America and the Caribbean,South America,Developing,,,
Ecuador,ECU,85,2007,16.00,0.00,0.00,0.00,5.00,0.00,1.00,0.17,4.00,1.00,1.00,0.20,7.00,0.00,1.00,0.13,29.00,1.00,3.00,0.00,0.00,0.25,0.00,0.09,0.03,-0.8930,0.0000,-0.0652,Latin America & Caribbean,Upper middle income,Americas,Latin America and the Caribbean,South America,Developing,,,
Ecuador,ECU,85,2008,16.00,13.00,0.00,0.00,5.00,3.00,1.00,0.17,4.00,3.00,1.00,0.20,7.00,6.00,1.00,0.13,29.00,25.00,3.00,0.81,0.60,0.75,0.86,0.09,0.86,-0.7868,0.8276,0.1062,Latin America & Caribbean,Upper middle income,Americas,Latin America and the Caribbean,South America,Developing,,,
Ecuador,ECU,85,2009,16.00,13.00,0.00,0.00,5.00,3.00,1.00,0.17,4.00,3.00,1.00,0.20,7.00,6.00,1.00,0.13,29.00,25.00,3.00,0.81,0.60,0.75,0.86,0.09,0.86,-0.8872,0.0000,-0.1004,Latin America & Caribbean,Upper middle income,Americas,Latin America and the Caribbean,South America,Developing,,,
Ecuador,ECU,85,2010,16.00,13.00,0.00,0.00,5.00,3.00,1.00,0.17,4.00,3.00,1.00,0.20,7.00,6.00,1.00,0.13,29.00,25.00,3.00,0.81,0.60,0.75,0.86,0.09,0.86,-0.8591,0.0000,0.0281,Latin America & Caribbean,Upper middle income,Americas,Latin America and the Caribbean,South America,Developing,,,
Ecuador,ECU,85,2011,16.00,13.00,0.00,0.00,5.00,3.00,1.00,0.17,4.00,3.00,1.00,0.20,7.00,6.00,1.00,0.13,29.00,25.00,3.00,0.81,0.60,0.75,0.86,0.09,0.86,-0.7929,0.0000,0.0662,Latin America & Caribbean,Upper middle income,Americas,Latin America and the Caribbean,South America,Developing,,,
Ecuador,ECU,85,2012,16.00,13.00,0.00,0.00,5.00,3.00,1.00,0.17,4.00,3.00,1.00,0.20,7.00,6.00,1.00,0.13,29.00,25.00,3.00,0.81,0.60,0.75,0.86,0.09,0.86,-0.6647,0.0000,0.1283,Latin America & Caribbean,Upper middle income,Americas,Latin America and the Caribbean,South America,Developing,,,
Ecuador,ECU,85,2013,16.00,13.00,0.00,0.00,5.00,3.00,1.00,0.17,4.00,3.00,1.00,0.20,7.00,6.00,1.00,0.13,29.00,25.00,3.00,0.81,0.60,0.75,0.86,0.09,0.86,-0.6125,0.0000,0.0521,Latin America & Caribbean,Upper middle income,Americas,Latin America and the Caribbean,South America,Developing,,,
Ecuador,ECU,85,2014,16.00,13.00,0.00,0.00,5.00,3.00,1.00,0.17,4.00,3.00,1.00,0.20,7.00,6.00,1.00,0.13,29.00,25.00,3.00,0.81,0.60,0.75,0.86,0.09,0.86,-0.8166,0.0000,-0.2041,Latin America & Caribbean,Upper middle income,Americas,Latin America and the Caribbean,South America,Developing,,,
Ecuador,ECU,85,2015,16.00,13.00,0.00,0.00,5.00,3.00,1.00,0.17,4.00,3.00,1.00,0.20,7.00,6.00,1.00,0.13,29.00,25.00,3.00,0.81,0.60,0.75,0.86,0.09,0.86,-0.6540,0.0000,0.1626,Latin America & Caribbean,Upper middle income,Americas,Latin America and the Caribbean,South America,Developing,,,
Egypt,EGY,102,1996,14.00,2.00,2.00,0.13,4.00,0.00,2.00,0.33,5.00,1.00,0.00,0.00,8.00,0.00,0.00,0.00,28.00,3.00,4.00,0.14,0.00,0.20,0.00,0.13,0.11,-0.0662,,,Middle East & North Africa,Lower middle income,Africa,Northern Africa,Northern Africa,Developing,,,
Egypt,EGY,102,1997,14.00,2.00,2.00,0.13,4.00,0.00,2.00,0.33,5.00,1.00,0.00,0.00,8.00,0.00,0.00,0.00,28.00,3.00,4.00,0.14,0.00,0.20,0.00,0.13,0.11,,0.0000,,Middle East & North Africa,Lower middle income,Africa,Northern Africa,Northern Africa,Developing,,,
Egypt,EGY,102,1998,14.00,2.00,2.00,0.13,4.00,0.00,2.00,0.33,5.00,1.00,0.00,0.00,8.00,0.00,0.00,0.00,28.00,3.00,4.00,0.14,0.00,0.20,0.00,0.13,0.11,-0.2508,0.0000,-0.1846,Middle East & North Africa,Lower middle income,Africa,Northern Africa,Northern Africa,Developing,,,
Egypt,EGY,102,1999,14.00,2.00,2.00,0.13,4.00,0.00,2.00,0.33,5.00,1.00,0.00,0.00,8.00,0.00,0.00,0.00,28.00,3.00,4.00,0.14,0.00,0.20,0.00,0.13,0.11,,0.0000,,Middle East & North Africa,Lower middle income,Africa,Northern Africa,Northern Africa,Developing,,,
Egypt,EGY,102,2000,14.00,2.00,2.00,0.13,4.00,0.00,2.00,0.33,5.00,1.00,0.00,0.00,8.00,0.00,0.00,0.00,28.00,3.00,4.00,0.14,0.00,0.20,0.00,0.13,0.11,-0.3911,0.0000,-0.1403,Middle East & North Africa,Lower middle income,Africa,Northern Africa,Northern Africa,Developing,,,
Egypt,EGY,102,2001,14.00,2.00,2.00,0.13,4.00,0.00,2.00,0.33,5.00,1.00,0.00,0.00,8.00,0.00,0.00,0.00,28.00,3.00,4.00,0.14,0.00,0.20,0.00,0.13,0.11,,0.0000,,Middle East & North Africa,Lower middle income,Africa,Northern Africa,Northern Africa,Developing,,,
Egypt,EGY,102,2002,14.00,2.00,2.00,0.13,4.00,0.00,2.00,0.33,5.00,1.00,0.00,0.00,8.00,0.00,0.00,0.00,28.00,3.00,4.00,0.14,0.00,0.20,0.00,0.13,0.11,-0.2879,0.0000,0.1032,Middle East & North Africa,Lower middle income,Africa,Northern Africa,Northern Africa,Developing,,,
Egypt,EGY,102,2003,14.00,2.00,2.00,0.13,4.00,0.00,2.00,0.33,5.00,1.00,0.00,0.00,8.00,0.00,0.00,0.00,28.00,3.00,4.00,0.14,0.00,0.20,0.00,0.13,0.11,-0.4656,0.0000,-0.1777,Middle East & North Africa,Lower middle income,Africa,Northern Africa,Northern Africa,Developing,,,
Egypt,EGY,102,2004,14.00,5.00,2.00,0.13,4.00,0.00,2.00,0.33,5.00,2.00,0.00,0.00,8.00,3.00,0.00,0.00,28.00,10.00,4.00,0.36,0.00,0.40,0.38,0.13,0.36,-0.5444,0.2500,-0.0788,Middle East & North Africa,Lower middle income,Africa,Northern Africa,Northern Africa,Developing,,,
Egypt,EGY,102,2005,14.00,5.00,2.00,0.13,4.00,0.00,2.00,0.33,5.00,2.00,0.00,0.00,8.00,3.00,0.00,0.00,28.00,10.00,4.00,0.36,0.00,0.40,0.38,0.13,0.36,-0.5162,0.0000,0.0282,Middle East & North Africa,Lower middle income,Africa,Northern Africa,Northern Africa,Developing,,,
Egypt,EGY,102,2006,14.00,5.00,2.00,0.13,4.00,0.00,2.00,0.33,5.00,2.00,0.00,0.00,8.00,3.00,0.00,0.00,28.00,10.00,4.00,0.36,0.00,0.40,0.38,0.13,0.36,-0.6629,0.0000,-0.1467,Middle East & North Africa,Lower middle income,Africa,Northern Africa,Northern Africa,Developing,,,
Egypt,EGY,102,2007,14.00,5.00,2.00,0.13,4.00,0.00,2.00,0.33,5.00,2.00,0.00,0.00,8.00,3.00,0.00,0.00,28.00,10.00,4.00,0.36,0.00,0.40,0.38,0.13,0.36,-0.6785,0.0000,-0.0156,Middle East & North Africa,Lower middle income,Africa,Northern Africa,Northern Africa,Developing,,,
Egypt,EGY,102,2008,14.00,5.00,2.00,0.13,4.00,0.00,2.00,0.33,5.00,2.00,0.00,0.00,8.00,3.00,0.00,0.00,28.00,10.00,4.00,0.36,0.00,0.40,0.38,0.13,0.36,-0.7065,0.0000,-0.0280,Middle East & North Africa,Lower middle income,Africa,Northern Africa,Northern Africa,Developing,,,
Egypt,EGY,102,2009,14.00,5.00,2.00,0.13,4.00,0.00,2.00,0.33,5.00,2.00,0.00,0.00,8.00,3.00,0.00,0.00,28.00,10.00,4.00,0.36,0.00,0.40,0.38,0.13,0.36,-0.4182,0.0000,0.2883,Middle East & North Africa,Lower middle income,Africa,Northern Africa,Northern Africa,Developing,,,
Egypt,EGY,102,2010,14.00,5.00,2.00,0.13,4.00,0.00,2.00,0.33,5.00,2.00,0.00,0.00,8.00,3.00,0.00,0.00,28.00,10.00,4.00,0.36,0.00,0.40,0.38,0.13,0.36,-0.5490,0.0000,-0.1308,Middle East & North Africa,Lower middle income,Africa,Northern Africa,Northern Africa,Developing,,,
Egypt,EGY,102,2011,14.00,5.00,2.00,0.13,4.00,0.00,2.00,0.33,5.00,2.00,0.00,0.00,8.00,3.00,0.00,0.00,28.00,10.00,4.00,0.36,0.00,0.40,0.38,0.13,0.36,-0.6570,0.0000,-0.1081,Middle East & North Africa,Lower middle income,Africa,Northern Africa,Northern Africa,Developing,,,
Egypt,EGY,102,2012,14.00,5.00,2.00,0.13,4.00,0.00,2.00,0.33,5.00,2.00,0.00,0.00,8.00,3.00,0.00,0.00,28.00,10.00,4.00,0.36,0.00,0.40,0.38,0.13,0.36,-0.5881,0.0000,0.0690,Middle East & North Africa,Lower middle income,Africa,Northern Africa,Northern Africa,Developing,,,
Egypt,EGY,102,2013,14.00,5.00,2.00,0.13,4.00,0.00,2.00,0.33,5.00,2.00,0.00,0.00,8.00,3.00,0.00,0.00,28.00,10.00,4.00,0.36,0.00,0.40,0.38,0.13,0.36,-0.6036,0.0000,-0.0155,Middle East & North Africa,Lower middle income,Africa,Northern Africa,Northern Africa,Developing,,,
Egypt,EGY,102,2014,14.00,6.00,2.00,0.13,4.00,0.00,2.00,0.33,5.00,3.00,0.00,0.00,8.00,3.00,0.00,0.00,28.00,12.00,4.00,0.43,0.00,0.60,0.38,0.13,0.43,-0.5926,0.0714,0.0110,Middle East & North Africa,Lower middle income,Africa,Northern Africa,Northern Africa,Developing,,,
Egypt,EGY,102,2015,14.00,6.00,2.00,0.13,4.00,0.00,2.00,0.33,5.00,3.00,0.00,0.00,8.00,3.00,0.00,0.00,28.00,12.00,4.00,0.43,0.00,0.60,0.38,0.13,0.43,-0.5592,0.0000,0.0335,Middle East & North Africa,Lower middle income,Africa,Northern Africa,Northern Africa,Developing,,,
Spain,ESP,150,1996,14.00,0.00,2.00,0.13,4.00,0.00,2.00,0.33,3.00,1.00,2.00,0.40,5.00,0.00,3.00,0.38,23.00,1.00,9.00,0.00,0.00,0.33,0.00,0.28,0.04,1.0465,,,Europe & Central Asia,High income,Europe,Southern Europe,Southern Europe,Developed,,,
Spain,ESP,150,1997,14.00,0.00,2.00,0.13,4.00,0.00,2.00,0.33,3.00,1.00,2.00,0.40,5.00,0.00,3.00,0.38,23.00,1.00,9.00,0.00,0.00,0.33,0.00,0.28,0.04,,0.0000,,Europe & Central Asia,High income,Europe,Southern Europe,Southern Europe,Developed,,,
Spain,ESP,150,1998,14.00,0.00,2.00,0.13,4.00,0.00,2.00,0.33,3.00,1.00,2.00,0.40,5.00,0.00,3.00,0.38,23.00,1.00,9.00,0.00,0.00,0.33,0.00,0.28,0.04,1.3734,0.0000,0.3269,Europe & Central Asia,High income,Europe,Southern Europe,Southern Europe,Developed,,,
Spain,ESP,150,1999,14.00,0.00,2.00,0.13,4.00,0.00,2.00,0.33,3.00,1.00,2.00,0.40,5.00,0.00,3.00,0.38,23.00,1.00,9.00,0.00,0.00,0.33,0.00,0.28,0.04,,0.0000,,Europe & Central Asia,High income,Europe,Southern Europe,Southern Europe,Developed,,,
Spain,ESP,150,2000,14.00,0.00,2.00,0.13,4.00,0.00,2.00,0.33,3.00,1.00,2.00,0.40,5.00,0.00,3.00,0.38,23.00,1.00,9.00,0.00,0.00,0.33,0.00,0.28,0.04,1.3278,0.0000,-0.0456,Europe & Central Asia,High income,Europe,Southern Europe,Southern Europe,Developed,,,
Spain,ESP,150,2001,14.00,0.00,2.00,0.13,4.00,0.00,2.00,0.33,3.00,1.00,2.00,0.40,5.00,0.00,3.00,0.38,23.00,1.00,9.00,0.00,0.00,0.33,0.00,0.28,0.04,,0.0000,,Europe & Central Asia,High income,Europe,Southern Europe,Southern Europe,Developed,,,
Spain,ESP,150,2002,14.00,0.00,2.00,0.13,4.00,0.00,2.00,0.33,3.00,1.00,2.00,0.40,5.00,0.00,3.00,0.38,23.00,1.00,9.00,0.00,0.00,0.33,0.00,0.28,0.04,1.3322,0.0000,0.0044,Europe & Central Asia,High income,Europe,Southern Europe,Southern Europe,Developed,,,
Spain,ESP,150,2003,14.00,0.00,2.00,0.13,4.00,0.00,2.00,0.33,3.00,1.00,2.00,0.40,5.00,0.00,3.00,0.38,23.00,1.00,9.00,0.00,0.00,0.33,0.00,0.28,0.04,1.3539,0.0000,0.0217,Europe & Central Asia,High income,Europe,Southern Europe,Southern Europe,Developed,,,
Spain,ESP,150,2004,14.00,0.00,2.00,0.13,4.00,0.00,2.00,0.33,3.00,1.00,2.00,0.40,5.00,0.00,3.00,0.38,23.00,1.00,9.00,0.00,0.00,0.33,0.00,0.28,0.04,1.3398,0.0000,-0.0141,Europe & Central Asia,High income,Europe,Southern Europe,Southern Europe,Developed,,,
Spain,ESP,150,2005,14.00,0.00,2.00,0.13,4.00,0.00,2.00,0.33,3.00,1.00,2.00,0.40,5.00,0.00,3.00,0.38,23.00,1.00,9.00,0.00,0.00,0.33,0.00,0.28,0.04,1.2911,0.0000,-0.0486,Europe & Central Asia,High income,Europe,Southern Europe,Southern Europe,Developed,,,
Spain,ESP,150,2006,14.00,0.00,2.00,0.13,4.00,0.00,2.00,0.33,3.00,1.00,2.00,0.40,5.00,0.00,3.00,0.38,23.00,1.00,9.00,0.00,0.00,0.33,0.00,0.28,0.04,1.1196,0.0000,-0.1715,Europe & Central Asia,High income,Europe,Southern Europe,Southern Europe,Developed,,,
Spain,ESP,150,2007,14.00,0.00,2.00,0.13,4.00,0.00,2.00,0.33,3.00,1.00,2.00,0.40,5.00,0.00,3.00,0.38,23.00,1.00,9.00,0.00,0.00,0.33,0.00,0.28,0.04,0.9929,0.0000,-0.1267,Europe & Central Asia,High income,Europe,Southern Europe,Southern Europe,Developed,,,
Spain,ESP,150,2008,14.00,0.00,2.00,0.13,4.00,0.00,2.00,0.33,3.00,1.00,2.00,0.40,5.00,0.00,3.00,0.38,23.00,1.00,9.00,0.00,0.00,0.33,0.00,0.28,0.04,1.1061,0.0000,0.1131,Europe & Central Asia,High income,Europe,Southern Europe,Southern Europe,Developed,,,
Spain,ESP,150,2009,14.00,0.00,2.00,0.13,4.00,0.00,2.00,0.33,3.00,1.00,2.00,0.40,5.00,0.00,3.00,0.38,23.00,1.00,9.00,0.00,0.00,0.33,0.00,0.28,0.04,0.9953,0.0000,-0.1108,Europe & Central Asia,High income,Europe,Southern Europe,Southern Europe,Developed,,,
Spain,ESP,150,2010,14.00,0.00,2.00,0.13,4.00,0.00,2.00,0.33,3.00,1.00,2.00,0.40,5.00,0.00,3.00,0.38,23.00,1.00,9.00,0.00,0.00,0.33,0.00,0.28,0.04,1.0132,0.0000,0.0179,Europe & Central Asia,High income,Europe,Southern Europe,Southern Europe,Developed,,,
Spain,ESP,150,2011,14.00,0.00,2.00,0.13,4.00,0.00,2.00,0.33,3.00,1.00,2.00,0.40,5.00,0.00,3.00,0.38,23.00,1.00,9.00,0.00,0.00,0.33,0.00,0.28,0.04,1.0547,0.0000,0.0414,Europe & Central Asia,High income,Europe,Southern Europe,Southern Europe,Developed,,,
Spain,ESP,150,2012,14.00,1.00,2.00,0.13,4.00,0.00,2.00,0.33,3.00,1.00,2.00,0.40,5.00,0.00,3.00,0.38,23.00,2.00,9.00,0.07,0.00,0.33,0.00,0.28,0.09,1.0558,0.0435,0.0011,Europe & Central Asia,High income,Europe,Southern Europe,Southern Europe,Developed,,,
Spain,ESP,150,2013,14.00,1.00,2.00,0.13,4.00,0.00,2.00,0.33,3.00,1.00,2.00,0.40,5.00,0.00,3.00,0.38,23.00,2.00,9.00,0.07,0.00,0.33,0.00,0.28,0.09,0.8208,0.0000,-0.2350,Europe & Central Asia,High income,Europe,Southern Europe,Southern Europe,Developed,,,
Spain,ESP,150,2014,14.00,1.00,2.00,0.13,4.00,0.00,2.00,0.33,3.00,1.00,2.00,0.40,5.00,0.00,3.00,0.38,23.00,2.00,9.00,0.07,0.00,0.33,0.00,0.28,0.09,0.5260,0.0000,-0.2948,Europe & Central Asia,High income,Europe,Southern Europe,Southern Europe,Developed,,,
Spain,ESP,150,2015,14.00,4.00,2.00,0.13,4.00,0.00,2.00,0.33,3.00,1.00,2.00,0.40,5.00,3.00,3.00,0.38,23.00,8.00,9.00,0.29,0.00,0.33,0.60,0.28,0.35,0.4859,0.2609,-0.0402,Europe & Central Asia,High income,Europe,Southern Europe,Southern Europe,Developed,,,
Estonia,EST,86,1996,16.00,1.00,0.00,0.00,5.00,0.00,1.00,0.17,3.00,0.00,2.00,0.40,8.00,0.00,0.00,0.00,29.00,1.00,3.00,0.06,0.00,0.00,0.00,0.09,0.03,-0.0597,,,Europe & Central Asia,High income,Europe,Northern Europe,Northern Europe,Developed,,,
Estonia,EST,86,1997,16.00,1.00,0.00,0.00,5.00,0.00,1.00,0.17,3.00,0.00,2.00,0.40,8.00,0.00,0.00,0.00,29.00,1.00,3.00,0.06,0.00,0.00,0.00,0.09,0.03,,0.0000,,Europe & Central Asia,High income,Europe,Northern Europe,Northern Europe,Developed,,,
Estonia,EST,86,1998,16.00,1.00,0.00,0.00,5.00,0.00,1.00,0.17,3.00,0.00,2.00,0.40,8.00,0.00,0.00,0.00,29.00,1.00,3.00,0.06,0.00,0.00,0.00,0.09,0.03,0.5702,0.0000,0.6299,Europe & Central Asia,High income,Europe,Northern Europe,Northern Europe,Developed,,,
Estonia,EST,86,1999,16.00,1.00,0.00,0.00,5.00,0.00,1.00,0.17,3.00,0.00,2.00,0.40,8.00,0.00,0.00,0.00,29.00,1.00,3.00,0.06,0.00,0.00,0.00,0.09,0.03,,0.0000,,Europe & Central Asia,High income,Europe,Northern Europe,Northern Europe,Developed,,,
Estonia,EST,86,2000,16.00,1.00,0.00,0.00,5.00,0.00,1.00,0.17,3.00,0.00,2.00,0.40,8.00,0.00,0.00,0.00,29.00,1.00,3.00,0.06,0.00,0.00,0.00,0.09,0.03,0.6494,0.0000,0.0791,Europe & Central Asia,High income,Europe,Northern Europe,Northern Europe,Developed,,,
Estonia,EST,86,2001,16.00,1.00,0.00,0.00,5.00,0.00,1.00,0.17,3.00,0.00,2.00,0.40,8.00,0.00,0.00,0.00,29.00,1.00,3.00,0.06,0.00,0.00,0.00,0.09,0.03,,0.0000,,Europe & Central Asia,High income,Europe,Northern Europe,Northern Europe,Developed,,,
Estonia,EST,86,2002,16.00,5.00,0.00,0.00,5.00,0.00,1.00,0.17,3.00,0.00,2.00,0.40,8.00,3.00,0.00,0.00,29.00,8.00,3.00,0.31,0.00,0.00,0.38,0.09,0.28,0.6416,0.2414,-0.0078,Europe & Central Asia,High income,Europe,Northern Europe,Northern Europe,Developed,,,
Estonia,EST,86,2003,16.00,5.00,0.00,0.00,5.00,0.00,1.00,0.17,3.00,0.00,2.00,0.40,8.00,3.00,0.00,0.00,29.00,8.00,3.00,0.31,0.00,0.00,0.38,0.09,0.28,0.7868,0.0000,0.1453,Europe & Central Asia,High income,Europe,Northern Europe,Northern Europe,Developed,,,
Estonia,EST,86,2004,16.00,5.00,0.00,0.00,5.00,0.00,1.00,0.17,3.00,0.00,2.00,0.40,8.00,3.00,0.00,0.00,29.00,8.00,3.00,0.31,0.00,0.00,0.38,0.09,0.28,0.9215,0.0000,0.1346,Europe & Central Asia,High income,Europe,Northern Europe,Northern Europe,Developed,,,
Estonia,EST,86,2005,16.00,5.00,0.00,0.00,5.00,0.00,1.00,0.17,3.00,0.00,2.00,0.40,8.00,3.00,0.00,0.00,29.00,8.00,3.00,0.31,0.00,0.00,0.38,0.09,0.28,0.9729,0.0000,0.0514,Europe & Central Asia,High income,Europe,Northern Europe,Northern Europe,Developed,,,
Estonia,EST,86,2006,16.00,5.00,0.00,0.00,5.00,0.00,1.00,0.17,3.00,0.00,2.00,0.40,8.00,3.00,0.00,0.00,29.00,8.00,3.00,0.31,0.00,0.00,0.38,0.09,0.28,0.9625,0.0000,-0.0104,Europe & Central Asia,High income,Europe,Northern Europe,Northern Europe,Developed,,,
Estonia,EST,86,2007,16.00,5.00,0.00,0.00,5.00,0.00,1.00,0.17,3.00,0.00,2.00,0.40,8.00,3.00,0.00,0.00,29.00,8.00,3.00,0.31,0.00,0.00,0.38,0.09,0.28,0.9153,0.0000,-0.0471,Europe & Central Asia,High income,Europe,Northern Europe,Northern Europe,Developed,,,
Estonia,EST,86,2008,16.00,5.00,0.00,0.00,5.00,0.00,1.00,0.17,3.00,0.00,2.00,0.40,8.00,3.00,0.00,0.00,29.00,8.00,3.00,0.31,0.00,0.00,0.38,0.09,0.28,0.8703,0.0000,-0.0450,Europe & Central Asia,High income,Europe,Northern Europe,Northern Europe,Developed,,,
Estonia,EST,86,2009,16.00,5.00,0.00,0.00,5.00,0.00,1.00,0.17,3.00,0.00,2.00,0.40,8.00,3.00,0.00,0.00,29.00,8.00,3.00,0.31,0.00,0.00,0.38,0.09,0.28,0.9123,0.0000,0.0420,Europe & Central Asia,High income,Europe,Northern Europe,Northern Europe,Developed,,,
Estonia,EST,86,2010,16.00,5.00,0.00,0.00,5.00,0.00,1.00,0.17,3.00,0.00,2.00,0.40,8.00,3.00,0.00,0.00,29.00,8.00,3.00,0.31,0.00,0.00,0.38,0.09,0.28,0.8609,0.0000,-0.0514,Europe & Central Asia,High income,Europe,Northern Europe,Northern Europe,Developed,,,
Estonia,EST,86,2011,16.00,5.00,0.00,0.00,5.00,0.00,1.00,0.17,3.00,0.00,2.00,0.40,8.00,3.00,0.00,0.00,29.00,8.00,3.00,0.31,0.00,0.00,0.38,0.09,0.28,0.9294,0.0000,0.0685,Europe & Central Asia,High income,Europe,Northern Europe,Northern Europe,Developed,,,
Estonia,EST,86,2012,16.00,5.00,0.00,0.00,5.00,0.00,1.00,0.17,3.00,0.00,2.00,0.40,8.00,3.00,0.00,0.00,29.00,8.00,3.00,0.31,0.00,0.00,0.38,0.09,0.28,0.9875,0.0000,0.0581,Europe & Central Asia,High income,Europe,Northern Europe,Northern Europe,Developed,,,
Estonia,EST,86,2013,16.00,7.00,0.00,0.00,5.00,1.00,1.00,0.17,3.00,0.00,2.00,0.40,8.00,7.00,0.00,0.00,29.00,15.00,3.00,0.44,0.20,0.00,0.88,0.09,0.52,1.1172,0.2414,0.1296,Europe & Central Asia,High income,Europe,Northern Europe,Northern Europe,Developed,,,
Estonia,EST,86,2014,16.00,7.00,0.00,0.00,5.00,1.00,1.00,0.17,3.00,0.00,2.00,0.40,8.00,7.00,0.00,0.00,29.00,15.00,3.00,0.44,0.20,0.00,0.88,0.09,0.52,1.2680,0.0000,0.1509,Europe & Central Asia,High income,Europe,Northern Europe,Northern Europe,Developed,,,
Estonia,EST,86,2015,16.00,7.00,0.00,0.00,5.00,1.00,1.00,0.17,3.00,0.00,2.00,0.40,8.00,7.00,0.00,0.00,29.00,15.00,3.00,0.44,0.20,0.00,0.88,0.09,0.52,1.2526,0.0000,-0.0154,Europe & Central Asia,High income,Europe,Northern Europe,Northern Europe,Developed,,,
Ethiopia,ETH,9,1996,16.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.1526,,,Sub-Saharan Africa,Low income,Africa,Sub-Saharan Africa,Eastern Africa,Developing,,,
Ethiopia,ETH,9,1997,16.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.0000,,Sub-Saharan Africa,Low income,Africa,Sub-Saharan Africa,Eastern Africa,Developing,,,
Ethiopia,ETH,9,1998,16.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.6910,0.0000,0.4616,Sub-Saharan Africa,Low income,Africa,Sub-Saharan Africa,Eastern Africa,Developing,,,
Ethiopia,ETH,9,1999,16.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.0000,,Sub-Saharan Africa,Low income,Africa,Sub-Saharan Africa,Eastern Africa,Developing,,,
Ethiopia,ETH,9,2000,16.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.4898,0.0000,0.2012,Sub-Saharan Africa,Low income,Africa,Sub-Saharan Africa,Eastern Africa,Developing,,,
Ethiopia,ETH,9,2001,16.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.0000,,Sub-Saharan Africa,Low income,Africa,Sub-Saharan Africa,Eastern Africa,Developing,,,
Ethiopia,ETH,9,2002,16.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.7281,0.0000,-0.2383,Sub-Saharan Africa,Low income,Africa,Sub-Saharan Africa,Eastern Africa,Developing,,,
Ethiopia,ETH,9,2003,16.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.6789,0.0000,0.0492,Sub-Saharan Africa,Low income,Africa,Sub-Saharan Africa,Eastern Africa,Developing,,,
Ethiopia,ETH,9,2004,16.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.7161,0.0000,-0.0372,Sub-Saharan Africa,Low income,Africa,Sub-Saharan Africa,Eastern Africa,Developing,,,
Ethiopia,ETH,9,2005,16.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.7668,0.0000,-0.0507,Sub-Saharan Africa,Low income,Africa,Sub-Saharan Africa,Eastern Africa,Developing,,,
Ethiopia,ETH,9,2006,16.00,0.00,0.00,0.00,6.00,2.00,0.00,0.00,5.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,32.00,2.00,0.00,0.00,0.33,0.00,0.00,0.00,0.06,-0.6403,0.0625,0.1265,Sub-Saharan Africa,Low income,Africa,Sub-Saharan Africa,Eastern Africa,Developing,,,
