"","iso3c","year","country.IDEA","Ticker","ID","blpi_tot_q","blpi_level","blpi_tot_miss","blpi_miss_pct","pf_tot_q","pf_level","pf_tot_miss","pf_miss_pct","rs_tot_q","rs_level","rs_tot_miss","rs_miss_pct","os_tot_q","os_level","os_tot_miss","os_miss_pct","idea_tot_q","idea_level","idea_tot_miss","blpi_pct","pf_pct","rs_pct","os_pct","idea_miss_pct","idea_pct","CoC","idea_pct_diff","CoC_diff","wb_region","wb_income","un_region_name","un_sub_region_name","un_intermediate._region_name","un_dev_devping","iso2c","country.wb","gini","lifeexpectancy","GDP","natres","ruralpop","tertiaryschool","region","capital","longitude","latitude","income","lending","country.fotp","FOTP","cname","fh_status","fh_fotpc","dr_sg","dr_eg","hf_trade","sgi_ecgf","fi_index","fi_index_cl","hf_business","hf_efiscore","hf_financ","hf_fiscal","country","wefji"
"393","FIN",2008,"Finland","FIN",56,16,8,0,0,4,1,2,0.33,5,1,0,0,8,7,0,0,30,17,2,0.5,0.25,0.2,0.88,0.06,0.57,2.4124,0.1667,"-0.0635","Europe & Central Asia","High income","Europe","Northern Europe","Northern Europe","Developed","FI","Finland",27.85,79.5682926829268,283742493042.332,0.618500615190847,16.701,95.074462890625,"Europe & Central Asia (all income levels)","Helsinki","24.9525","60.1608","High income: OECD","Not classified","Finland",9,"Finland",1,4,85.0282211303711,85.1240234375,86,NA,7.78,7.78954733237759,95.2,74.6,80,64.3,"Finland",6.62559152211375
"394","FIN",2009,"Finland","FIN",56,16,8,0,0,4,1,2,0.33,5,1,0,0,8,7,0,0,30,17,2,0.5,0.25,0.2,0.88,0.06,0.57,2.303,0,"-0.1094","Europe & Central Asia","High income","Europe","Northern Europe","Northern Europe","Developed","FI","Finland",27.47,79.719512195122,251499027507.641,0.34874852509423,16.571,91.8294982910156,"Europe & Central Asia (all income levels)","Helsinki","24.9525","60.1608","High income: OECD","Not classified","Finland",10,"Finland",1,4,84.1924743652344,81.9103622436523,85.8,NA,7.68,7.68942461592429,95.1,74.5,80,64.3,"Finland",6.47811530677966
"395","FIN",2010,"Finland","FIN",56,16,8,0,0,4,1,2,0.33,5,1,0,0,8,7,0,0,30,17,2,0.5,0.25,0.2,0.88,0.06,0.57,2.1818,0,"-0.1212","Europe & Central Asia","High income","Europe","Northern Europe","Northern Europe","Developed","FI","Finland",27.74,79.8707317073171,247814569536.424,0.629935438949641,16.442,94.119140625,"Europe & Central Asia (all income levels)","Helsinki","24.9525","60.1608","High income: OECD","Not classified","Finland",10,"Finland",1,4,84.7350692749023,83.3718566894531,87.5,NA,7.72,7.72947370236492,95,73.8,80,65.4,"Finland",6.32733014431818
"396","FIN",2011,"Finland","FIN",56,16,8,0,0,4,1,2,0.33,5,1,0,0,8,7,0,0,30,17,2,0.5,0.25,0.2,0.88,0.06,0.57,2.2188,0,"0.0370","Europe & Central Asia","High income","Europe","Northern Europe","Northern Europe","Developed","FI","Finland",27.66,80.4707317073171,273657214345.288,0.813798272265324,16.312,95.6018371582031,"Europe & Central Asia (all income levels)","Helsinki","24.9525","60.1608","High income: OECD","Not classified","Finland",10,"Finland",1,4,84.2360076904297,85.6074066162109,87.6,NA,7.8,7.80957187534526,95,74,80,65.3,"Finland",6.41273008970588
"397","FIN",2012,"Finland","FIN",56,16,8,0,0,4,1,2,0.33,5,1,0,0,8,7,0,0,30,17,2,0.5,0.25,0.2,0.88,0.06,0.57,2.2342,0,"0.0154","Europe & Central Asia","High income","Europe","Northern Europe","Northern Europe","Developed","FI","Finland",27.12,80.6268292682927,256706466091.089,0.727026946712689,16.181,93.280632019043,"Europe & Central Asia (all income levels)","Helsinki","24.9525","60.1608","High income: OECD","Not classified","Finland",10,"Finland",1,4,83.5596389770508,84.8841018676758,87.1,NA,7.74,7.74949824543556,94.9,72.3,80,65.4,"Finland",6.49426683043478
"398","FIN",2013,"Finland","FIN",56,16,8,0,0,4,1,2,0.33,5,1,0,0,8,7,0,0,30,17,2,0.5,0.25,0.2,0.88,0.06,0.57,2.2065,0,"-0.0277","Europe & Central Asia","High income","Europe","Northern Europe","Northern Europe","Developed","FI","Finland",NA,80.9756097560976,269980111642.898,0.653645214632039,16.048,91.065788269043,"Europe & Central Asia (all income levels)","Helsinki","24.9525","60.1608","High income: OECD","Not classified","Finland",11,"Finland",1,4,83.8404693603516,82.2252426147461,86.8,8.60942852668703,7.6,7.60932644244823,94.8,74,80,66.9,"Finland",6.59396244736842
"399","FIN",2014,"Finland","FIN",56,16,8,0,0,4,1,2,0.33,5,1,0,0,8,7,0,0,30,17,2,0.5,0.25,0.2,0.88,0.06,0.57,2.1796,0,"-0.0269","Europe & Central Asia","High income","Europe","Northern Europe","Northern Europe","Developed","FI","Finland",NA,81.1292682926829,272463347978.069,0.636003566998723,15.914,88.6715469360352,"Europe & Central Asia (all income levels)","Helsinki","24.9525","60.1608","High income: OECD","Not classified","Finland",11,"Finland",1,4,NA,NA,87.8,8.49378032565905,7.68,7.68942461542546,93.6,73.4,80,65.1,"Finland",6.56908025688202
"400","FIN",2015,"Finland","FIN",56,16,8,0,0,4,1,2,0.33,5,1,0,0,8,7,0,0,30,17,2,0.5,0.25,0.2,0.88,0.06,0.57,2.2835,0,"0.1039","Europe & Central Asia","High income","Europe","Northern Europe","Northern Europe","Developed","FI","Finland",NA,NA,231949650659.865,0.58846449866151,15.779,NA,"Europe & Central Asia (all income levels)","Helsinki","24.9525","60.1608","High income: OECD","Not classified","Finland",11,"Finland",1,4,NA,NA,88,8.49378032565905,NA,NA,92.6,73.4,80,66.4,"Finland",6.59488827724649
"401","FRA",2006,"France","FRA",167,9,4,7,0.44,4,0,2,0.33,3,0,2,0.4,4,0,4,0.5,17,4,15,0.44,0,0,0,0.47,0.24,1.4582,0,"0.1081","Europe & Central Asia","High income","Europe","Western Europe","Western Europe","Developed","FR","France",29.92,80.8121951219512,2325011918203.49,0.0491858936221053,22.623,55.4760894775391,"Europe & Central Asia (all income levels)","Paris","2.35097","48.8566","High income: OECD","Not classified","France",21,"France (1963-)",1,7,85.4155426025391,71.2432022094727,82.4,NA,7.31,7.3600004442726,88,61.1,50,46.6,"France",5.09055995108072
"402","FRA",2007,"France","FRA",167,9,4,7,0.44,4,0,2,0.33,3,0,2,0.4,4,0,4,0.5,17,4,15,0.44,0,0,0,0.47,0.24,1.4449,0,"-0.0133","Europe & Central Asia","High income","Europe","Western Europe","Western Europe","Developed","FR","France",32.63,81.1121951219512,2663112510265.54,0.0514456697628668,22.379,54.8225402832031,"Europe & Central Asia (all income levels)","Paris","2.35097","48.8566","High income: OECD","Not classified","France",21,"France (1963-)",1,7,86.5687713623047,72.3002700805664,81.6,NA,7.49,7.5412316452596,87.2,62.1,60,46.3,"France",5.25832300485875
"403","FRA",2008,"France","FRA",167,9,4,7,0.44,4,0,2,0.33,3,0,2,0.4,4,0,4,0.5,17,4,15,0.44,0,0,0,0.47,0.24,1.3793,0,"-0.0656","Europe & Central Asia","High income","Europe","Western Europe","Western Europe","Developed","FR","France",33.08,81.2146341463415,2923465651091.26,0.0548527221106977,22.136,54.5199089050293,"Europe & Central Asia (all income levels)","Paris","2.35097","48.8566","High income: OECD","Not classified","France",22,"France (1963-)",1,7,86.8364715576172,70.3486022949219,81,NA,7.41,7.46068444467658,88,64.7,70,53.2,"France",5.26202554540327
"404","FRA",2009,"France","FRA",167,9,4,7,0.44,4,0,2,0.33,3,0,2,0.4,4,0,4,0.5,17,4,15,0.44,0,0,0,0.47,0.24,1.4174,0,"0.0381","Europe & Central Asia","High income","Europe","Western Europe","Western Europe","Developed","FR","France",NA,81.4146341463415,2693827452070.02,0.0509611148156106,21.894,54.9387092590332,"Europe & Central Asia (all income levels)","Paris","2.35097","48.8566","High income: OECD","Not classified","France",22,"France (1963-)",1,7,87.3990325927734,68.9384460449219,80.8,NA,7.45,7.50095804481652,87.4,63.3,70,50.9,"France",4.75716408154507
"405","FRA",2010,"France","FRA",167,9,4,7,0.44,4,0,2,0.33,3,0,2,0.4,4,0,4,0.5,17,4,15,0.44,0,0,0,0.47,0.24,1.4359,0,"0.0185","Europe & Central Asia","High income","Europe","Western Europe","Western Europe","Developed","FR","France",33.78,81.6634146341463,2646994701986.75,0.0553876655584382,21.655,57.1270790100098,"Europe & Central Asia (all income levels)","Paris","2.35097","48.8566","High income: OECD","Not classified","France",23,"France (1963-)",1,7,87.4578628540039,69.1011810302734,82.5,NA,7.38,7.43047924429568,86.3,64.2,70,51.9,"France",4.79091365
"406","FRA",2011,"France","FRA",167,9,4,7,0.44,4,0,2,0.33,3,0,2,0.4,4,0,4,0.5,17,4,15,0.44,0,0,0,0.47,0.24,1.5221,0,"0.0862","Europe & Central Asia","High income","Europe","Western Europe","Western Europe","Developed","FR","France",33.35,82.1146341463415,2862502085070.89,0.0547198101945055,21.416,58.0249786376953,"Europe & Central Asia (all income levels)","Paris","2.35097","48.8566","High income: OECD","Not classified","France",23,"France (1963-)",1,7,87.6238861083984,68.0794219970703,82.6,NA,7.29,7.33986364365604,85.6,64.6,70,52.3,"France",4.89937553333333
"407","FRA",2012,"France","FRA",167,9,7,7,0.44,4,1,2,0.33,3,1,2,0.4,4,2,4,0.5,17,11,15,0.78,0.25,0.33,0.5,0.47,0.65,1.4313,0.4118,"-0.0909","Europe & Central Asia","High income","Europe","Western Europe","Western Europe","Developed","FR","France",33.1,81.9682926829268,2681416108537.39,0.0502291068120269,21.18,59.9876289367676,"Europe & Central Asia (all income levels)","Paris","2.35097","48.8566","High income: OECD","Not classified","France",24,"France (1963-)",1,7,87.3587493896484,68.4453964233398,82.1,NA,7.22,7.26938484313713,83.7,63.2,70,53.8,"France",4.90624728571429
"408","FRA",2013,"France","FRA",167,9,7,7,0.44,4,1,2,0.33,3,1,2,0.4,4,2,4,0.5,17,11,15,0.78,0.25,0.33,0.5,0.47,0.65,1.3122,0,"-0.1190","Europe & Central Asia","High income","Europe","Western Europe","Western Europe","Developed","FR","France",NA,82.219512195122,2808511203185.39,0.0476914341062055,20.945,62.1468696594238,"Europe & Central Asia (all income levels)","Paris","2.35097","48.8566","High income: OECD","Not classified","France",22,"France (1963-)",1,7,87.1420669555664,66.5298385620117,81.8,7.24784931585434,7.16,7.2089744426788,84,64.1,70,53,"France",5.05753425980861
"409","FRA",2014,"France","FRA",167,9,7,7,0.44,4,1,2,0.33,3,1,2,0.4,4,2,4,0.5,17,11,15,0.78,0.25,0.33,0.5,0.47,0.65,1.2738,0,"-0.0384","Europe & Central Asia","High income","Europe","Western Europe","Western Europe","Developed","FR","France",NA,82.3731707317073,2839162443235.14,0.0492936462561607,20.711,64.3904724121094,"Europe & Central Asia (all income levels)","Paris","2.35097","48.8566","High income: OECD","Not classified","France",22,"France (1963-)",1,7,NA,NA,82.8,7.26448660417203,7.3,7.34993204341065,79.9,63.5,70,48.4,"France",4.96856050570938
"410","FRA",2015,"France","FRA",167,9,7,7,0.44,4,1,2,0.33,3,1,2,0.4,4,2,4,0.5,17,11,15,0.78,0.25,0.33,0.5,0.47,0.65,1.2798,0,"0.0060","Europe & Central Asia","High income","Europe","Western Europe","Western Europe","Developed","FR","France",NA,NA,2418835532882.33,0.0418642852263117,20.48,NA,"Europe & Central Asia (all income levels)","Paris","2.35097","48.8566","High income: OECD","Not classified","France",23,"France (1963-)",1,7,NA,NA,83,7.38297140366807,NA,NA,80.2,62.5,70,47.5,"France",5.11958843532362
"411","GAB",2006,"Gabon","GAB",35,15,1,1,0.06,6,3,0,0,5,2,0,0,8,2,0,0,31,8,1,0.07,0.5,0.4,0.25,0.03,0.26,-0.9068,0,"-0.3628","Sub-Saharan Africa","Upper middle income","Africa","Sub-Saharan Africa","Middle Africa","Developing","GA","Gabon",NA,59.8870731707317,10154041929.6521,41.5863685033692,16.048,NA,"Sub-Saharan Africa (all income levels)","Libreville","9.45162","0.38832","Upper middle income","IBRD","Gabon",67,"Gabon",2,22,41.9359245300293,41.1283073425293,55.2,NA,6.01,5.78473005715918,53.3,56.1,30,59.7,"Gabon",NA
"412","GAB",2007,"Gabon","GAB",35,15,1,1,0.06,6,3,0,0,5,2,0,0,8,2,0,0,31,8,1,0.07,0.5,0.4,0.25,0.03,0.26,-0.9933,0,"-0.0865","Sub-Saharan Africa","Upper middle income","Africa","Sub-Saharan Africa","Middle Africa","Developing","GA","Gabon",NA,60.3927804878049,12438956756.4455,39.0066104619191,15.557,NA,"Sub-Saharan Africa (all income levels)","Libreville","9.45162","0.38832","Upper middle income","IBRD","Gabon",69,"Gabon",2,22,41.7072448730469,40.7501831054688,56.4,NA,5.91,5.68847830902528,53.3,54.8,40,61.3,"Gabon",NA
"413","GAB",2008,"Gabon","GAB",35,15,1,1,0.06,6,3,0,0,5,2,0,0,8,2,0,0,31,8,1,0.07,0.5,0.4,0.25,0.03,0.26,-1.0161,0,"-0.0228","Sub-Saharan Africa","Upper middle income","Africa","Sub-Saharan Africa","Middle Africa","Developing","GA","Gabon",NA,60.9491951219512,15508574820.3516,43.2256626393981,15.104,NA,"Sub-Saharan Africa (all income levels)","Libreville","9.45162","0.38832","Upper middle income","IBRD","Gabon",69,"Gabon",2,22,41.7035522460938,42.2464714050293,56.4,NA,5.95,5.72697900814344,53.2,54.2,40,61.7,"Gabon",NA
"414","GAB",2009,"Gabon","GAB",35,15,1,1,0.06,6,3,0,0,5,2,0,0,8,2,0,0,31,8,1,0.07,0.5,0.4,0.25,0.03,0.26,-0.9414,0,"0.0746","Sub-Saharan Africa","Upper middle income","Africa","Sub-Saharan Africa","Middle Africa","Developing","GA","Gabon",NA,61.5314634146342,12065138272.7538,26.2284592401121,14.687,NA,"Sub-Saharan Africa (all income levels)","Libreville","9.45162","0.38832","Upper middle income","IBRD","Gabon",69,"Gabon",3,22,40.7369956970215,47.0128631591797,57,NA,5.91,5.68847830883343,59.9,55,40,61.7,"Gabon",NA
"415","GAB",2010,"Gabon","GAB",35,15,1,1,0.06,6,3,0,0,5,2,0,0,8,2,0,0,31,8,1,0.07,0.5,0.4,0.25,0.03,0.26,-0.7819,0,"0.1595","Sub-Saharan Africa","Upper middle income","Africa","Sub-Saharan Africa","Middle Africa","Developing","GA","Gabon",NA,62.1208292682927,14358584300.3006,33.4830779683561,14.303,NA,"Sub-Saharan Africa (all income levels)","Libreville","9.45162","0.38832","Upper middle income","IBRD","Gabon",71,"Gabon",3,22,40.1936111450195,48.7392959594727,62.1,NA,5.71,5.49597481267162,58.8,55.4,40,61.5,"Gabon",NA
"416","GAB",2011,"Gabon","GAB",35,15,1,1,0.06,6,3,0,0,5,2,0,0,8,2,0,0,31,8,1,0.07,0.5,0.4,0.25,0.03,0.26,-0.7868,0,"-0.0049","Sub-Saharan Africa","Upper middle income","Africa","Sub-Saharan Africa","Middle Africa","Developing","GA","Gabon",NA,62.7050975609756,18186478119.9582,40.7476269924759,13.953,NA,"Sub-Saharan Africa (all income levels)","Libreville","9.45162","0.38832","Upper middle income","IBRD","Gabon",69,"Gabon",3,22,40.2406616210938,53.6704139709473,61,NA,5.58,5.38047271493805,57.3,56.7,40,74.5,"Gabon",NA
"417","GAB",2012,"Gabon","GAB",35,15,1,1,0.06,6,3,0,0,5,2,0,0,8,2,0,0,31,8,1,0.07,0.5,0.4,0.25,0.03,0.26,-0.6101,0,"0.1767","Sub-Saharan Africa","Upper middle income","Africa","Sub-Saharan Africa","Middle Africa","Developing","GA","Gabon",NA,63.2807317073171,17171447372.3334,43.3682381632397,13.633,NA,"Sub-Saharan Africa (all income levels)","Libreville","9.45162","0.38832","Upper middle income","IBRD","Gabon",70,"Gabon",3,22,40.3224868774414,57.744213104248,61.1,NA,5.53,5.3322605937409,57.7,56.4,40,73.5,"Gabon",2.648808
"418","GAB",2013,"Gabon","GAB",35,15,1,1,0.06,6,3,0,0,5,2,0,0,8,2,0,0,31,8,1,0.07,0.5,0.4,0.25,0.03,0.26,-0.606,0,"0.0041","Sub-Saharan Africa","Upper middle income","Africa","Sub-Saharan Africa","Middle Africa","Developing","GA","Gabon",NA,63.8435853658537,17590716232.4913,35.6657416676067,13.342,NA,"Sub-Saharan Africa (all income levels)","Libreville","9.45162","0.38832","Upper middle income","IBRD","Gabon",71,"Gabon",3,22,40.3224868774414,61.3762817382812,61.1,NA,5.56,5.36118786630439,56.5,57.8,40,74.2,"Gabon",2.64769344299065
"419","GAB",2014,"Gabon","GAB",35,15,1,1,0.06,6,3,0,0,5,2,0,0,8,2,0,0,31,8,1,0.07,0.5,0.4,0.25,0.03,0.26,-0.6364,0,"-0.0303","Sub-Saharan Africa","Upper middle income","Africa","Sub-Saharan Africa","Middle Africa","Developing","GA","Gabon",NA,64.3833902439024,18179717776.1597,28.8431488985699,13.08,NA,"Sub-Saharan Africa (all income levels)","Libreville","9.45162","0.38832","Upper middle income","IBRD","Gabon",70,"Gabon",3,22,NA,NA,61,NA,5.71,5.50582422950494,58.9,57.8,40,74.5,"Gabon",2.85203941442133
"420","GAB",2015,"Gabon","GAB",35,15,1,1,0.06,6,3,0,0,5,2,0,0,8,2,0,0,31,8,1,0.07,0.5,0.4,0.25,0.03,0.26,-0.6659,0,"-0.0295","Sub-Saharan Africa","Upper middle income","Africa","Sub-Saharan Africa","Middle Africa","Developing","GA","Gabon",NA,NA,14262032470.8493,13.1182106037941,12.844,NA,"Sub-Saharan Africa (all income levels)","Libreville","9.45162","0.38832","Upper middle income","IBRD","Gabon",70,"Gabon",3,22,NA,NA,61,NA,NA,NA,57.9,58.3,40,77.5,"Gabon",2.99466908999852
"421","GBR",2006,"United Kingdom of Great Britain and Northern Ireland","GBR",119,16,4,0,0,4,1,2,0.33,5,4,0,0,5,4,3,0.38,27,13,5,0.25,0.25,0.8,0.8,0.16,0.48,1.7897,0,"-0.1052","Europe & Central Asia","High income","Europe","Northern Europe","Northern Europe","Developed","GB","United Kingdom",34.84,79.2487804878049,2678277828886.84,0.968432622633247,19.801,59.1266899108887,"Europe & Central Asia (all income levels)","London","-0.126236","51.5002","High income: OECD","Not classified","United Kingdom",19,"United Kingdom",1,6,87.6428070068359,72.5433502197266,82.4,NA,8.12,8.23631688295092,91.5,80.4,90,62.3,"United.Kingdom",6.11454915425574
"422","GBR",2007,"United Kingdom of Great Britain and Northern Ireland","GBR",119,16,4,0,0,4,1,2,0.33,5,4,0,0,5,4,3,0.38,27,13,5,0.25,0.25,0.8,0.8,0.16,0.48,1.7235,0,"-0.0662","Europe & Central Asia","High income","Europe","Northern Europe","Northern Europe","Developed","GB","United Kingdom",35.93,79.4487804878049,3063005202080.83,0.868543010159009,19.521,58.6520004272461,"Europe & Central Asia (all income levels)","London","-0.126236","51.5002","High income: OECD","Not classified","United Kingdom",19,"United Kingdom",1,5,87.758186340332,72.533317565918,86.6,NA,8.05,8.16531415110079,91.2,79.9,90,62,"United.Kingdom",6.04297824874512
"423","GBR",2008,"United Kingdom of Great Britain and Northern Ireland","GBR",119,16,4,0,0,4,1,2,0.33,5,4,0,0,5,4,3,0.38,27,13,5,0.25,0.25,0.8,0.8,0.16,0.48,1.6617,0,"-0.0618","Europe & Central Asia","High income","Europe","Northern Europe","Northern Europe","Developed","GB","United Kingdom",34.37,79.6,2875463235294.12,1.24045900527187,19.243,56.8740081787109,"Europe & Central Asia (all income levels)","London","-0.126236","51.5002","High income: OECD","Not classified","United Kingdom",18,"United Kingdom",1,5,87.6583938598633,71.6822509765625,86,NA,7.92,8.03345193489626,90.8,79.4,90,61.2,"United.Kingdom",5.78953139876033
"424","GBR",2009,"United Kingdom of Great Britain and Northern Ireland","GBR",119,16,4,0,0,4,1,2,0.33,5,4,0,0,5,4,3,0.38,27,13,5,0.25,0.25,0.8,0.8,0.16,0.48,1.6021,0,"-0.0596","Europe & Central Asia","High income","Europe","Northern Europe","Northern Europe","Developed","GB","United Kingdom",34.67,80.0512195121951,2367127278392.27,0.834442424216437,18.969,58.1534194946289,"Europe & Central Asia (all income levels)","London","-0.126236","51.5002","High income: OECD","Not classified","United Kingdom",19,"United Kingdom",1,5,87.2859039306641,72.1548461914062,85.8,NA,8.01,8.12474116132659,89.8,79,90,61,"United.Kingdom",6.01968095405405
"425","GBR",2010,"United Kingdom of Great Britain and Northern Ireland","GBR",119,16,4,0,0,4,1,2,0.33,5,4,0,0,5,4,3,0.38,27,13,5,0.25,0.25,0.8,0.8,0.16,0.48,1.5604,0,"-0.0417","Europe & Central Asia","High income","Europe","Northern Europe","Northern Europe","Developed","GB","United Kingdom",34.81,80.4024390243902,2429602904820.77,0.880373805685204,18.698,59.0669593811035,"Europe & Central Asia (all income levels)","London","-0.126236","51.5002","High income: OECD","Not classified","United Kingdom",19,"United Kingdom",1,5,86.6312637329102,72.7938079833984,87.5,NA,7.79,7.90158971859475,94.9,76.5,80,61.8,"United.Kingdom",6.28501358035714
"426","GBR",2011,"United Kingdom of Great Britain and Northern Ireland","GBR",119,16,4,0,0,4,1,2,0.33,5,4,0,0,5,4,3,0.38,27,13,5,0.25,0.25,0.8,0.8,0.16,0.48,1.5845,0,"0.0241","Europe & Central Asia","High income","Europe","Northern Europe","Northern Europe","Developed","GB","United Kingdom",33.71,80.9512195121951,2608995353308.76,1.07309266226256,18.43,58.9859085083008,"Europe & Central Asia (all income levels)","London","-0.126236","51.5002","High income: OECD","Not classified","United Kingdom",19,"United Kingdom",1,5,86.6179580688477,72.5004501342773,87.6,NA,7.81,7.92187621327764,94.6,74.5,80,52,"United.Kingdom",6.19859630769231
"427","GBR",2012,"United Kingdom of Great Britain and Northern Ireland","GBR",119,16,4,0,0,4,1,2,0.33,5,4,0,0,5,4,3,0.38,27,13,5,0.25,0.25,0.8,0.8,0.16,0.48,1.65,0,"0.0655","Europe & Central Asia","High income","Europe","Northern Europe","Northern Europe","Developed","GB","United Kingdom",32.57,80.9048780487805,2646002634059.62,0.929193323934744,18.166,59.2231407165527,"Europe & Central Asia (all income levels)","London","-0.126236","51.5002","High income: OECD","Not classified","United Kingdom",21,"United Kingdom",1,5,86.0875473022461,70.708610534668,87.1,NA,7.83,7.94216270796027,94.7,74.1,80,56.4,"United.Kingdom",6.19419403846154
"428","GBR",2013,"United Kingdom of Great Britain and Northern Ireland","GBR",119,16,4,0,0,4,1,2,0.33,5,4,0,0,5,4,3,0.38,27,13,5,0.25,0.25,0.8,0.8,0.16,0.48,1.6942,0,"0.0442","Europe & Central Asia","High income","Europe","Northern Europe","Northern Europe","Developed","GB","United Kingdom",NA,81.0048780487805,2719509472492.7,0.762063453318925,17.908,56.8701286315918,"Europe & Central Asia (all income levels)","London","-0.126236","51.5002","High income: OECD","Not classified","United Kingdom",21,"United Kingdom",1,5,86.084716796875,67.6240005493164,86.8,7.31258682662727,7.88,7.99287894481835,94.1,74.8,80,57,"United.Kingdom",6.23392515909091
"429","GBR",2014,"United Kingdom of Great Britain and Northern Ireland","GBR",119,16,4,0,0,4,1,2,0.33,5,4,0,0,5,4,3,0.38,27,13,5,0.25,0.25,0.8,0.8,0.16,0.48,1.7274,0,"0.0332","Europe & Central Asia","High income","Europe","Northern Europe","Northern Europe","Developed","GB","United Kingdom",NA,81.0560975609756,2998833559195.71,0.613591838405111,17.655,56.4767684936523,"Europe & Central Asia (all income levels)","London","-0.126236","51.5002","High income: OECD","Not classified","United Kingdom",23,"United Kingdom",1,6,NA,NA,87.8,7.21178821405258,7.93,8.04359518167578,92,74.9,80,56.6,"United.Kingdom",6.20128662326927
"430","GBR",2015,"United Kingdom of Great Britain and Northern Ireland","GBR",119,16,4,0,0,4,1,2,0.33,5,4,0,0,5,4,3,0.38,27,13,5,0.25,0.25,0.8,0.8,0.16,0.48,1.8674,0,"0.1400","Europe & Central Asia","High income","Europe","Northern Europe","Northern Europe","Developed","GB","United Kingdom",NA,NA,2858003087965.69,0.337863147590272,17.408,NA,"Europe & Central Asia (all income levels)","London","-0.126236","51.5002","High income: OECD","Not classified","United Kingdom",24,"United Kingdom",1,7,NA,NA,88,7.85375281476842,NA,NA,91.1,75.8,80,62.9,"United.Kingdom",6.20751601815955
"431","GEO",2006,"Georgia","GEO",11,16,7,0,0,6,1,0,0,5,1,0,0,8,3,0,0,32,12,0,0.44,0.17,0.2,0.38,0,0.38,-0.0311,0,"0.3271","Europe & Central Asia","Upper middle income","Asia","Western Asia","Western Asia","Developing","GE","Georgia",39.71,73.2121463414634,7745406200.85374,1.29467474199895,47.475,37.9602317810059,"Europe & Central Asia (all income levels)","Tbilisi","44.793","41.71","Lower middle income","Blend","Georgia",56,"Georgia",2,17,50.8452072143555,63.681755065918,67.6,NA,7.59,NA,73.9,64.5,70,94.1,"Georgia",2.23055015895443
"432","GEO",2007,"Georgia","GEO",11,16,7,0,0,6,1,0,0,5,1,0,0,8,3,0,0,32,12,0,0.44,0.17,0.2,0.38,0,0.38,-0.2409,0,"-0.2098","Europe & Central Asia","Upper middle income","Asia","Western Asia","Western Asia","Developing","GE","Georgia",40.6,73.4210243902439,10172869679.7366,1.15886892008746,47.425,36.9321098327637,"Europe & Central Asia (all income levels)","Tbilisi","44.793","41.71","Lower middle income","Blend","Georgia",57,"Georgia",2,18,49.3829536437988,76.2681503295898,71.8,NA,7.45,NA,80.8,69.3,70,91.2,"Georgia",2.52346743295019
"433","GEO",2008,"Georgia","GEO",11,16,7,0,0,6,1,0,0,5,1,0,0,8,3,0,0,32,12,0,0.44,0.17,0.2,0.38,0,0.38,-0.2206,0,"0.0203","Europe & Central Asia","Upper middle income","Asia","Western Asia","Western Asia","Developing","GE","Georgia",40.57,73.6214390243902,12795044472.7663,1.03347609381862,47.375,34.2752113342285,"Europe & Central Asia (all income levels)","Tbilisi","44.793","41.71","Lower middle income","Blend","Georgia",60,"Georgia",2,17,49.9140930175781,78.7116622924805,71,NA,7.57,NA,85,69.2,60,90.7,"Georgia",2.79491395147679
"434","GEO",2009,"Georgia","GEO",11,16,7,0,0,6,1,0,0,5,1,0,0,8,3,0,0,32,12,0,0.44,0.17,0.2,0.38,0,0.38,-0.2236,0,"-0.0030","Europe & Central Asia","Upper middle income","Asia","Western Asia","Western Asia","Developing","GE","Georgia",41.74,73.8154146341463,10766809099.0721,1.00696972943841,47.277,25.5507297515869,"Europe & Central Asia (all income levels)","Tbilisi","44.793","41.71","Lower middle income","Blend","Georgia",60,"Georgia",2,18,52.4793510437012,77.3688507080078,80.6,NA,7.4,NA,86.6,69.8,60,86.8,"Georgia",2.6745728077381
"435","GEO",2010,"Georgia","GEO",11,16,7,0,0,6,1,0,0,5,1,0,0,8,3,0,0,32,12,0,0.44,0.17,0.2,0.38,0,0.38,-0.1189,0,"0.1047","Europe & Central Asia","Upper middle income","Asia","Western Asia","Western Asia","Developing","GE","Georgia",42.13,74.0024390243902,11638536890.5347,1.84683113098473,47.131,28.9216804504395,"Europe & Central Asia (all income levels)","Tbilisi","44.793","41.71","Lower middle income","Blend","Georgia",59,"Georgia",2,19,54.7024688720703,79.8342132568359,89.1,NA,7.48,NA,87.9,70.4,60,89.1,"Georgia",2.93484074090909
"436","GEO",2011,"Georgia","GEO",11,16,7,0,0,6,1,0,0,5,1,0,0,8,3,0,0,32,12,0,0.44,0.17,0.2,0.38,0,0.38,-0.0245,0,"0.0944","Europe & Central Asia","Upper middle income","Asia","Western Asia","Western Asia","Developing","GE","Georgia",41.58,74.1820487804878,14434619982.2117,2.51360631432599,46.984,31.1788291931152,"Europe & Central Asia (all income levels)","Tbilisi","44.793","41.71","Lower middle income","Blend","Georgia",55,"Georgia",2,18,54.87353515625,80.9676895141602,89.2,NA,7.62,NA,87.3,70.4,60,87.5,"Georgia",3.18076407978723
